Locus	MEAN_COL_SCORE
uce-1569	0.894845	
uce-1570	1.000000	
uce-1572	0.988235	
uce-1573	0.964523	
uce-1576	0.852941	
uce-1579	0.850598	
uce-157	0.886578	
uce-1582	0.989160	
uce-1588	0.872340	
uce-1590	0.904762	
uce-1591	0.985542	
uce-1594	1.000000	
uce-1597	0.818824	
uce-1598	0.984496	
uce-15	0.982332	
uce-1600	0.887324	
uce-1601	0.994236	
uce-1602	1.000000	
uce-1606	0.867188	
uce-1611	0.967925	
uce-1613	0.973236	
uce-1614	0.982808	
uce-1616	1.000000	
uce-161	0.858934	
uce-1621	0.964481	
uce-1622	0.992806	
uce-1624	0.948509	
uce-1625	0.885655	
uce-1629	0.844548	
uce-1630	0.989247	
uce-1631	0.870021	
uce-1633	0.876404	
uce-1634	0.941558	
uce-1639	0.967593	
uce-1641	0.947500	
uce-1642	0.958678	
uce-1643	0.890815	
uce-1644	0.949495	
uce-1645	0.790514	
uce-1648	0.956332	
uce-1650	0.992167	
uce-1658	0.943289	
uce-1659	0.823204	
uce-1660	0.896247	
uce-1662	0.882184	
uce-1667	0.932161	
uce-166	0.939252	
uce-1671	0.911227	
uce-1675	0.928870	
uce-1677	0.948025	
uce-1678	0.931442	
uce-1679	0.838362	
uce-1680	0.878628	
uce-1683	0.954918	
uce-1689	0.918919	
uce-1690	0.963680	
uce-1692	0.884774	
uce-1693	0.823188	
uce-1694	0.905093	
uce-1695	0.932432	
uce-1698	0.939271	
uce-169	0.975069	
uce-16	0.967391	
uce-1702	0.929012	
uce-1703	0.910515	
uce-1705	0.895044	
uce-1708	0.838346	
uce-1709	0.961353	
uce-170	0.966527	
uce-1713	0.989717	
uce-1718	0.940439	
uce-1719	0.981744	
uce-171	0.950207	
uce-1722	0.938650	
uce-172	0.682927	
uce-1732	0.913997	
uce-1733	0.984709	
uce-1736	1.000000	
uce-173	0.946588	
uce-1741	0.952267	
uce-1742	0.930556	
uce-1743	0.954198	
uce-1744	0.962500	
uce-1745	0.985577	
uce-1746	0.923913	
uce-1747	0.986034	
uce-1748	0.975177	
uce-1750	0.969925	
uce-1751	0.970199	
uce-1752	0.876877	
uce-1753	0.952494	
uce-1754	0.975556	
uce-1756	0.970696	
uce-1757	0.988764	
uce-1758	0.970501	
uce-1759	0.890792	
uce-1762	0.952641	
uce-1763	0.936842	
uce-1765	0.899485	
uce-1766	1.000000	
uce-1767	0.934489	
uce-1768	0.923395	
uce-1769	0.994236	
uce-1770	0.842610	
uce-1774	0.927660	
uce-1775	0.902857	
uce-1776	0.947126	
uce-177	0.860515	
uce-1780	0.940447	
uce-1781	0.927083	
uce-1782	0.949367	
uce-1783	0.880081	
uce-1785	0.972881	
uce-1786	0.919395	
uce-1787	0.962500	
uce-178	0.930693	
uce-1793	0.872679	
uce-1796	0.903448	
uce-1798	0.935567	
uce-17	0.957071	
uce-1802	0.918200	
uce-1804	0.995585	
uce-1805	0.972028	
uce-1808	0.943445	
uce-1809	0.933464	
uce-1811	0.922360	
uce-1813	0.985465	
uce-1814	0.954048	
uce-1816	0.852071	
uce-1819	0.957020	
uce-181	0.885000	
uce-1820	0.973105	
uce-1822	0.980057	
uce-1823	0.952191	
uce-1824	0.930556	
uce-1825	0.979638	
uce-1826	0.544304	
uce-1828	0.926518	
uce-182	0.965368	
uce-1830	0.714286	
uce-1832	0.969136	
uce-1835	0.939394	
uce-1836	0.941043	
uce-183	0.977509	
uce-1841	0.958101	
uce-1842	0.860619	
uce-1843	0.962567	
uce-1845	0.938190	
uce-1846	0.935484	
uce-1849	0.766147	
uce-1850	0.928251	
uce-1858	0.854839	
uce-185	0.877612	
uce-1860	0.954338	
uce-1863	0.967655	
uce-1865	0.941685	
uce-1867	0.885609	
uce-1868	0.983491	
uce-1869	1.000000	
uce-186	0.906874	
uce-1873	0.956140	
uce-1877	0.844758	
uce-1878	0.966601	
uce-1879	0.987226	
uce-1880	0.940887	
uce-1884	0.931694	
uce-1886	0.904483	
uce-1888	0.971111	
uce-1889	0.922348	
uce-188	0.805936	
uce-1890	0.755618	
uce-1891	0.952381	
uce-1892	0.980769	
uce-1895	1.000000	
uce-1896	0.857143	
uce-1897	1.000000	
uce-1899	0.993737	
uce-18	0.960630	
uce-1900	0.826087	
uce-1903	0.909589	
uce-1904	0.928862	
uce-1906	0.965596	
uce-1907	0.929919	
uce-1908	0.987624	
uce-1909	0.947368	
uce-190	0.992857	
uce-1910	0.916350	
uce-1912	0.720930	
uce-1913	0.981481	
uce-1915	0.980707	
uce-1917	0.864476	
uce-1918	0.855037	
uce-191	0.983051	
uce-1920	0.714894	
uce-1925	0.948837	
uce-192	0.932161	
uce-1932	0.966921	
uce-1933	0.970509	
uce-1937	0.963576	
uce-1941	0.941385	
uce-1943	0.890966	
uce-1946	0.936387	
uce-1956	0.918089	
uce-195	0.913043	
uce-1960	0.950495	
uce-1961	0.941772	
uce-1963	0.768448	
uce-1964	0.977819	
uce-1965	0.887931	
uce-1966	0.970874	
uce-1970	0.972350	
uce-1971	0.983529	
uce-1976	0.928309	
uce-1977	1.000000	
uce-1979	0.942396	
uce-197	0.850505	
uce-1980	0.966292	
uce-1983	0.917460	
uce-1985	0.958101	
uce-1986	0.911628	
uce-1988	0.991453	
uce-1989	1.000000	
uce-198	0.910112	
uce-1993	0.944712	
uce-1995	0.850000	
uce-1996	0.938326	
uce-1997	0.919192	
uce-1998	1.000000	
uce-1999	0.951515	
uce-19	0.976293	
uce-2004	0.930599	
uce-2005	0.898810	
uce-2007	0.863341	
uce-2008	0.968447	
uce-200	0.963222	
uce-2010	0.990431	
uce-2012	0.991007	
uce-2014	0.922518	
uce-2016	0.994652	
uce-2018	0.749347	
uce-2020	1.000000	
uce-2021	0.907662	
uce-2023	0.947368	
uce-2024	0.833780	
uce-2025	0.915730	
uce-2028	0.978142	
uce-202	0.938967	
uce-2030	0.836449	
uce-2031	0.980769	
uce-2033	0.974110	
uce-2035	0.983936	
uce-2036	0.969466	
uce-2040	0.996226	
uce-2041	0.923833	
uce-2042	0.944206	
uce-2043	0.989796	
uce-2045	0.847162	
uce-2046	0.985348	
uce-2048	0.877285	
uce-2049	0.847938	
uce-2051	0.900662	
uce-2052	0.858736	
uce-2054	0.966535	
uce-2055	0.918159	
uce-205	0.945419	
uce-2060	0.940828	
uce-2062	1.000000	
uce-2063	1.000000	
uce-2064	0.833663	
uce-2066	0.977143	
uce-2068	0.906103	
uce-2069	0.814706	
uce-2070	0.803163	
uce-2073	0.872576	
uce-2075	0.952218	
uce-2076	0.978571	
uce-2077	0.947205	
uce-2079	0.918719	
uce-207	0.954155	
uce-2082	0.843206	
uce-2083	0.823420	
uce-2086	0.933993	
uce-2088	0.756696	
uce-2089	0.954178	
uce-208	0.951945	
uce-2090	0.867374	
uce-2092	0.974178	
uce-2094	0.867797	
uce-2100	0.994413	
uce-2102	0.883212	
uce-2103	0.993846	
uce-2104	0.976445	
uce-2108	0.935567	
uce-2109	0.967611	
uce-2112	0.980176	
uce-2113	0.950617	
uce-2114	0.992453	
uce-2116	0.904393	
uce-2118	0.720824	
uce-2119	0.954386	
uce-211	0.912791	
uce-2120	0.902579	
uce-2124	0.979508	
uce-2125	0.839117	
uce-2126	0.922306	
uce-2127	0.870416	
uce-2129	0.921630	
uce-2131	0.941176	
uce-2135	0.895442	
uce-2138	0.985944	
uce-213	0.986577	
uce-2140	0.904523	
uce-2142	1.000000	
uce-2145	0.897196	
uce-2146	0.982659	
uce-2149	0.938559	
uce-2155	0.943128	
uce-2156	0.964427	
uce-2157	0.934694	
uce-2160	0.893417	
uce-2162	0.519912	
uce-2163	0.976540	
uce-2164	0.993846	
uce-2166	0.964912	
uce-2169	1.000000	
uce-2172	0.864762	
uce-2176	0.818947	
uce-2177	0.895683	
uce-2178	0.838362	
uce-2179	1.000000	
uce-2180	0.980723	
uce-2183	0.777311	
uce-2185	0.927681	
uce-2187	0.933086	
uce-2190	0.936170	
uce-2193	0.948630	
uce-2194	0.937037	
uce-2195	0.914110	
uce-2196	0.939306	
uce-2198	0.932476	
uce-219	0.954198	
uce-2201	0.875949	
uce-2202	0.594175	
uce-2204	1.000000	
uce-2205	0.944853	
uce-2206	0.925620	
uce-2209	0.960526	
uce-220	0.995699	
uce-2210	0.839286	
uce-2211	0.938511	
uce-2213	0.928328	
uce-2217	1.000000	
uce-2219	1.000000	
uce-221	0.990315	
uce-2222	0.905292	
uce-2223	0.924242	
uce-2224	0.915789	
uce-2225	0.983333	
uce-222	0.911074	
uce-2230	0.877586	
uce-2233	0.843750	
uce-2235	0.894737	
uce-2238	0.995025	
uce-2239	0.909677	
uce-223	1.000000	
uce-2243	0.902736	
uce-2245	0.915254	
uce-2246	0.975000	
uce-2247	0.964353	
uce-2248	0.947644	
uce-224	1.000000	
uce-2251	0.826471	
uce-2252	0.878866	
uce-2253	0.735385	
uce-2255	0.876884	
uce-2257	0.939153	
uce-2259	0.886905	
uce-225	0.904255	
uce-2260	0.927419	
uce-2261	0.962963	
uce-2262	1.000000	
uce-2263	0.948052	
uce-2265	0.938073	
uce-2266	0.955224	
uce-2270	0.985795	
uce-2274	0.887097	
uce-2276	0.989726	
uce-2277	0.928571	
uce-2278	0.912473	
uce-2279	0.971897	
uce-227	0.969432	
uce-2282	0.946629	
uce-2284	0.948718	
uce-2287	0.955556	
uce-2288	0.952991	
uce-2289	0.973430	
uce-2291	0.948529	
uce-2293	0.882514	
uce-2294	0.940774	
uce-2296	0.928741	
uce-2298	0.877384	
uce-2300	0.839479	
uce-2302	0.892670	
uce-2303	0.865285	
uce-2306	0.927746	
uce-2308	1.000000	
uce-2309	NA	
uce-2310	0.968354	
uce-2312	0.835443	
uce-2313	0.662069	
uce-2315	1.000000	
uce-2319	0.957020	
uce-231	0.945205	
uce-2320	0.967262	
uce-2321	0.942387	
uce-232	0.926471	
uce-2331	0.968468	
uce-2334	0.965517	
uce-2335	0.921519	
uce-2336	0.942478	
uce-2338	0.981439	
uce-233	0.944112	
uce-2340	0.903047	
uce-2341	1.000000	
uce-2342	0.892744	
uce-2344	0.983740	
uce-2345	0.959064	
uce-2346	0.859756	
uce-2347	0.930159	
uce-2349	0.930091	
uce-234	0.951163	
uce-2350	0.950617	
uce-2351	0.754167	
uce-2353	0.963934	
uce-2355	0.908127	
uce-2356	0.987245	
uce-2358	0.959502	
uce-235	0.858268	
uce-2361	0.977273	
uce-2365	0.964567	
uce-2366	0.984674	
uce-2367	0.915663	
uce-2370	0.934641	
uce-2371	0.981132	
uce-2372	0.957237	
uce-2376	0.785894	
uce-2378	0.931034	
uce-2379	0.817978	
uce-237	0.954416	
uce-2380	0.870423	
uce-2383	0.978417	
uce-2384	0.927393	
uce-2385	0.851064	
uce-2387	0.978552	
uce-2389	0.959064	
uce-238	0.916468	
uce-2392	0.977330	
uce-2393	0.961538	
uce-2395	0.786802	
uce-2396	0.918159	
uce-2397	0.936170	
uce-239	1.000000	
uce-23	0.955734	
uce-2400	0.936508	
uce-2404	0.972509	
uce-2406	0.797422	
uce-2415	0.948718	
uce-2417	0.872449	
uce-2418	0.945087	
uce-2419	0.713580	
uce-241	0.740132	
uce-2421	0.942446	
uce-2422	1.000000	
uce-242	0.845261	
uce-2431	0.958730	
uce-2432	0.950549	
uce-2433	1.000000	
uce-2435	0.982533	
uce-2437	0.801061	
uce-2438	0.910345	
uce-2439	0.963889	
uce-243	0.960000	
uce-2441	0.867069	
uce-2442	1.000000	
uce-2444	0.881443	
uce-2445	0.958042	
uce-2446	0.987879	
uce-2448	0.921053	
uce-2450	0.914191	
uce-2451	0.828804	
uce-2453	0.770440	
uce-2454	0.946154	
uce-2456	1.000000	
uce-245	0.961969	
uce-2462	0.897196	
uce-2464	0.969178	
uce-2465	0.895131	
uce-2466	0.949178	
uce-2468	0.894410	
uce-246	0.979008	
uce-2471	0.953168	
uce-2472	0.984709	
uce-2475	0.902534	
uce-2476	0.950769	
uce-2478	0.752809	
uce-2480	0.986226	
uce-2485	0.808451	
uce-2486	0.926070	
uce-2487	0.993197	
uce-2488	0.950877	
uce-248	0.950199	
uce-2498	0.828125	
uce-249	0.917582	
uce-2502	0.954887	
uce-2503	0.768072	
uce-2504	0.857868	
uce-2505	0.914807	
uce-2506	0.922737	
uce-2507	0.881215	
uce-2509	0.878049	
uce-2510	0.955720	
uce-2511	0.923077	
uce-2512	0.981395	
uce-2515	0.969072	
uce-2516	0.994828	
uce-251	0.865497	
uce-2521	0.994334	
uce-2522	0.711340	
uce-2526	0.990050	
uce-2529	0.960440	
uce-252	0.915468	
uce-2531	0.737452	
uce-2533	0.677489	
uce-2534	0.985816	
uce-2538	1.000000	
uce-2539	0.944223	
uce-253	0.957792	
uce-2540	0.973597	
uce-2541	0.897872	
uce-2544	1.000000	
uce-2545	0.986425	
uce-2546	0.940541	
uce-254	0.721368	
uce-2550	0.908884	
uce-2551	0.931217	
uce-2552	0.924855	
uce-2553	0.995134	
uce-2558	0.855450	
uce-2559	0.869210	
uce-255	0.981707	
uce-2560	1.000000	
uce-2561	0.948718	
uce-2563	0.969188	
uce-2564	0.846386	
uce-256	0.888689	
uce-2572	0.784703	
uce-2574	0.948310	
uce-2575	0.910543	
uce-2577	0.991525	
uce-2578	0.909091	
uce-2579	0.830040	
uce-257	1.000000	
uce-2582	0.941989	
uce-2585	0.867521	
uce-2586	0.968421	
uce-2587	0.874346	
uce-2589	0.753149	
uce-258	0.994937	
uce-2591	0.961353	
uce-2592	0.992032	
uce-2594	1.000000	
uce-2595	0.969543	
uce-2596	0.893939	
uce-2598	0.977387	
uce-2599	0.744472	
uce-25	0.857143	
uce-2600	0.979866	
uce-2605	0.871429	
uce-2609	0.918660	
uce-260	0.910224	
uce-2611	0.943978	
uce-2612	0.979866	
uce-2614	0.971264	
uce-2616	0.806338	
uce-2618	0.850374	
uce-2619	1.000000	
uce-261	0.883544	
uce-2620	0.910448	
uce-2621	0.757764	
uce-2623	0.980978	
uce-2628	0.941748	
uce-2637	0.785872	
uce-2639	0.993939	
uce-2642	1.000000	
uce-2646	0.970588	
uce-2647	0.970000	
uce-2648	0.918819	
uce-264	0.759152	
uce-2651	0.666667	
uce-2656	0.940433	
uce-2657	0.893382	
uce-2658	0.861063	
uce-2662	0.931373	
uce-2665	0.930667	
uce-2666	0.907407	
uce-2667	0.826979	
uce-2668	0.984756	
uce-266	0.932203	
uce-2670	0.912145	
uce-2671	0.961039	
uce-2674	0.975709	
uce-2676	0.901840	
uce-2677	0.845794	
uce-2678	0.957303	
uce-2682	0.958237	
uce-2684	0.957529	
uce-2688	0.960894	
uce-268	0.975000	
uce-2690	0.891089	
uce-2692	0.931741	
uce-2693	0.890966	
uce-2694	0.902386	
uce-2697	0.893204	
uce-2698	0.954853	
uce-2699	0.971831	
uce-2700	0.957237	
uce-2701	1.000000	
uce-2703	0.397770	
uce-2707	0.914191	
uce-2708	0.956897	
uce-2710	0.824490	
uce-2713	0.897059	
uce-2714	0.918519	
uce-2715	0.848606	
uce-2716	0.886918	
uce-2718	0.892019	
uce-2729	0.627119	
uce-2731	0.797665	
uce-2732	0.826705	
uce-2733	0.739819	
uce-2734	0.934911	
uce-2736	0.919403	
uce-2739	0.846939	
uce-273	0.923261	
uce-2740	0.880319	
uce-2742	0.852874	
uce-2745	0.962353	
uce-2746	0.978261	
uce-2748	0.971888	
uce-2754	0.931298	
uce-2755	0.934605	
uce-2757	0.954887	
uce-2758	0.978663	
uce-2762	0.831461	
uce-2765	0.989130	
uce-2767	0.923261	
uce-2768	0.862150	
uce-2769	0.964286	
uce-276	0.957143	
uce-2770	0.923547	
uce-2771	0.990291	
uce-2772	0.954861	
uce-2773	0.919137	
uce-2774	0.839437	
uce-2775	0.988060	
uce-2778	0.864516	
uce-277	0.961712	
uce-2780	0.962687	
uce-2781	0.981595	
uce-2782	0.921801	
uce-2784	0.957784	
uce-2785	0.875000	
uce-2788	0.638298	
uce-278	0.906250	
uce-2790	0.963145	
uce-2794	0.927798	
uce-2795	0.987805	
uce-2796	0.915254	
uce-2797	0.950147	
uce-279	0.913043	
uce-27	0.988166	
uce-2801	0.831210	
uce-2802	0.942559	
uce-2803	0.931889	
uce-280	0.742455	
uce-2810	0.808017	
uce-2811	0.991379	
uce-2812	1.000000	
uce-2814	0.980315	
uce-2816	0.858247	
uce-2817	0.913433	
uce-2818	0.874564	
uce-2823	0.963255	
uce-2825	0.912387	
uce-2828	0.942771	
uce-2831	0.904306	
uce-2833	0.901205	
uce-2835	0.992780	
uce-2841	0.944072	
uce-2843	0.875433	
uce-2844	0.935829	
uce-2846	0.865741	
uce-2847	0.958564	
uce-2849	0.941320	
uce-2851	0.991525	
uce-2853	0.959184	
uce-2856	0.946381	
uce-2857	0.913953	
uce-2858	0.905852	
uce-285	0.852878	
uce-2861	0.956268	
uce-2865	1.000000	
uce-2866	0.986945	
uce-2869	0.927660	
uce-286	0.933333	
uce-2870	0.938503	
uce-2874	0.976744	
uce-2875	0.954545	
uce-2877	0.707018	
uce-2878	0.981651	
uce-2879	0.883436	
uce-287	0.926316	
uce-2882	0.971831	
uce-2886	0.739958	
uce-2887	0.937262	
uce-2888	0.914634	
uce-2889	0.909341	
uce-288	0.945578	
uce-2890	0.730871	
uce-2892	0.966921	
uce-2893	0.944625	
uce-2895	0.853801	
uce-2897	0.945161	
uce-2899	0.948370	
uce-2901	0.981481	
uce-2903	0.929619	
uce-2905	0.816434	
uce-2907	0.855153	
uce-2908	0.900332	
uce-2909	0.923261	
uce-2910	0.885321	
uce-2911	1.000000	
uce-2915	0.800448	
uce-2917	0.911043	
uce-291	0.988473	
uce-2921	0.788462	
uce-2922	0.960317	
uce-2923	0.927386	
uce-2924	0.850440	
uce-2925	0.968254	
uce-2927	0.914798	
uce-2928	0.965517	
uce-292	0.910675	
uce-2930	1.000000	
uce-2933	0.752834	
uce-2936	0.974359	
uce-2937	0.913043	
uce-2938	1.000000	
uce-2939	0.934708	
uce-2940	0.964455	
uce-2941	0.990719	
uce-2943	0.867133	
uce-294	0.937634	
uce-2952	0.814371	
uce-2954	0.869048	
uce-2955	0.921769	
uce-2958	0.675057	
uce-2959	0.939698	
uce-2960	0.918206	
uce-2962	0.968354	
uce-2963	0.891775	
uce-2964	0.974576	
uce-2965	0.950339	
uce-2966	0.912807	
uce-2968	0.958140	
uce-2969	0.944637	
uce-2970	0.991111	
uce-2971	0.903904	
uce-2973	0.993289	
uce-2975	0.900000	
uce-2978	0.924574	
uce-297	0.954545	
uce-2980	0.964427	
uce-2981	0.972477	
uce-2982	0.979592	
uce-2987	0.870253	
uce-298	0.969256	
uce-2991	0.970414	
uce-2992	1.000000	
uce-2994	0.799197	
uce-2998	0.942748	
uce-2999	0.972569	
uce-299	0.944578	
uce-2	0.956427	
uce-3004	0.956386	
uce-3008	0.974659	
uce-300	0.913183	
uce-3010	0.962857	
uce-3013	0.869416	
uce-3014	0.835655	
uce-3016	0.992424	
uce-3018	0.808874	
uce-301	0.926686	
uce-3020	0.912651	
uce-3025	0.960526	
uce-3026	0.977987	
uce-3027	0.971805	
uce-3028	0.805461	
uce-3030	1.000000	
uce-3032	0.902778	
uce-3039	0.795987	
uce-3043	0.975524	
uce-3046	0.972308	
uce-3049	0.862805	
uce-3051	0.928328	
uce-3053	0.822222	
uce-3055	0.936916	
uce-3057	0.950131	
uce-3058	0.792350	
uce-3059	0.943284	
uce-305	0.961268	
uce-3060	0.982222	
uce-3061	0.824242	
uce-3062	0.957529	
uce-3064	0.895522	
uce-3065	0.944584	
uce-3067	0.969231	
uce-3068	0.941691	
uce-3069	0.970976	
uce-3070	0.984436	
uce-3071	0.896135	
uce-3074	0.938017	
uce-3077	0.974026	
uce-3078	0.946429	
uce-3079	0.629526	
uce-3082	0.976834	
uce-3083	0.993651	
uce-3084	0.913433	
uce-3085	0.885350	
uce-308	0.958095	
uce-3092	0.945368	
uce-3096	0.871041	
uce-3097	0.946882	
uce-3099	0.755668	
uce-3100	0.802597	
uce-3101	0.973978	
uce-3104	0.934211	
uce-3105	0.968652	
uce-3106	0.788419	
uce-3110	0.958869	
uce-3113	0.950000	
uce-3114	0.995662	
uce-3115	0.801153	
