Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-1090	-1654.76	-1647.99	-1648.69	-1648.48	-1647.65	
uce-1092	-1078.20	-1079.11	-1079.52	-1078.72	-1079.76	
uce-1093	-913.92	-913.26	-915.87	-912.16	-915.82	
uce-1094	-1420.86	-1417.87	-1421.06	-1416.52	-1420.33	
uce-1098	-1495.01	-1493.03	-1492.89	-1492.74	-1492.75	
uce-11	-1720.89	-1716.80	-1716.84	-1716.97	-1716.97	
uce-110	-1662.10	-1654.12	-1653.17	-1656.06	-1655.99	
uce-1100	-746.05	-746.56	-748.44	-748.30	-745.57	
uce-1101	-1491.70	-1488.87	-1488.58	-1488.87	-1489.00	
uce-1102	-1512.03	-1504.84	-1507.81	-1503.74	-1508.24	
uce-1107	-2124.91	-2117.13	-2118.37	-2119.15	-2115.97	
uce-111	-1859.01	-1866.76	-1870.20	-1869.74	-1865.64	
uce-1110	-1368.91	-1368.62	-1368.87	-1368.67	-1368.64	
uce-1113	-2796.10	-2799.64	-2800.88	-2801.63	-2798.55	
uce-1120	-1685.84	-1685.95	-1686.02	-1685.84	-1685.80	
uce-1121	-1546.61	-1538.62	-1540.52	-1537.60	-1540.49	
uce-1122	-1441.06	-1439.50	-1439.68	-1439.84	-1439.62	
uce-1127	-2299.84	-2298.90	-2317.81	-2297.65	-2318.19	
uce-1128	-1420.27	-1406.96	-1405.80	-1410.46	-1410.37	
uce-1131	-2059.19	-2063.92	-2063.81	-2063.72	-2063.64	
uce-1133	-1070.21	-1063.57	-1063.46	-1063.73	-1063.77	
uce-1134	-1113.66	-1110.49	-1110.56	-1110.29	-1110.57	
uce-1135	-1761.41	-1757.43	-1756.53	-1759.71	-1758.03	
uce-1136	-1907.57	-1909.16	-1909.62	-1908.84	-1909.49	
uce-1138	-1763.73	-1770.47	-1770.25	-1770.77	-1770.85	
uce-114	-1960.81	-1953.26	-1952.68	-1952.80	-1953.92	
uce-1141	-1629.95	-1633.43	-1633.06	-1633.79	-1633.34	
uce-1143	-1728.41	-1725.67	-1725.74	-1726.24	-1725.48	
uce-1148	-3814.60	-3755.21	-3754.42	-3755.76	-3755.56	
uce-1149	-1394.14	-1378.48	-1377.74	-1381.57	-1378.17	
uce-115	-1299.02	-1305.99	-1307.32	-1309.66	-1305.26	
uce-1150	-1341.72	-1364.07	-1363.82	-1363.88	-1363.88	
uce-1154	-989.13	-989.12	-989.55	-988.66	-989.51	
uce-1157	-903.22	-899.98	-903.97	-904.49	-899.03	
uce-1159	-1645.63	-1627.17	-1627.81	-1628.04	-1626.85	
uce-1161	-1220.90	-1218.65	-1218.13	-1219.27	-1218.88	
uce-1162	-1067.92	-1067.95	-1067.90	-1067.79	-1067.88	
uce-1163	-2066.00	-2063.97	-2064.94	-2065.04	-2063.12	
uce-1167	-1099.75	-1102.17	-1101.06	-1102.59	-1102.66	
uce-117	-1614.17	-1613.85	-1614.16	-1614.59	-1613.16	
uce-1170	-1840.73	-1836.01	-1836.79	-1837.39	-1835.20	
uce-1172	-1530.75	-1510.79	-1509.63	-1512.07	-1512.32	
uce-1173	-1276.37	-1275.95	-1275.15	-1277.76	-1277.29	
uce-1174	-1514.36	-1507.26	-1509.27	-1506.48	-1509.37	
uce-1176	-1065.31	-1058.84	-1058.66	-1058.84	-1058.81	
uce-1177	-1452.82	-1448.80	-1453.25	-1447.64	-1452.59	
uce-1178	-1803.42	-1804.92	-1805.64	-1805.05	-1803.99	
uce-1181	-1053.36	-1057.37	-1057.07	-1057.75	-1057.04	
uce-1182	-1032.61	-1028.47	-1027.55	-1030.72	-1030.76	
uce-1183	-1573.78	-1569.05	-1568.70	-1569.85	-1569.23	
uce-1185	-1115.23	-1119.58	-1120.20	-1118.81	-1120.50	
uce-1187	-1682.93	-1682.21	-1684.62	-1687.76	-1681.20	
uce-1188	-1554.65	-1549.62	-1549.79	-1549.68	-1548.86	
uce-119	-2383.12	-2382.19	-2383.49	-2381.93	-2382.18	
uce-1190	-929.50	-926.49	-927.00	-925.90	-927.17	
uce-1191	-1581.35	-1576.47	-1579.58	-1575.38	-1579.65	
uce-1193	-1821.18	-1789.00	-1788.18	-1794.17	-1794.53	
uce-1194	-2738.74	-2719.25	-2729.31	-2728.12	-2718.14	
uce-12	-1749.86	-1751.57	-1754.49	-1754.48	-1750.29	
uce-1200	-1256.52	-1253.62	-1257.28	-1260.88	-1252.48	
uce-1201	-1181.32	-1177.52	-1203.59	-1176.20	-1203.33	
uce-1202	-2025.08	-2016.26	-2016.56	-2016.49	-2016.24	
uce-1203	-1989.80	-1985.45	-1985.33	-1985.95	-1986.21	
uce-1204	-1147.25	-1148.44	-1148.09	-1148.18	-1148.21	
uce-1205	-922.08	-925.15	-925.30	-925.39	-925.18	
uce-1206	-1222.99	-1231.85	-1232.22	-1232.67	-1231.44	
uce-1207	-1781.19	-1774.11	-1774.25	-1773.80	-1774.21	
uce-1209	-1281.91	-1278.35	-1278.40	-1278.26	-1278.37	
uce-121	-2408.21	-2409.18	-2408.69	-2413.53	-2409.96	
uce-1210	-1365.83	-1364.42	-1365.22	-1365.27	-1363.72	
uce-1211	-1737.02	-1737.37	-1739.46	-1738.59	-1736.18	
uce-1212	-1175.00	-1178.84	-1179.46	-1178.21	-1179.52	
uce-1215	-1198.56	-1192.41	-1192.59	-1192.71	-1192.38	
uce-1216	-888.19	-885.44	-885.46	-885.46	-885.26	
uce-1217	-1130.69	-1124.94	-1130.70	-1123.81	-1131.89	
uce-1222	-1319.14	-1320.82	-1321.00	-1321.02	-1320.44	
uce-1224	-2336.09	-2326.06	-2328.60	-2325.85	-2326.06	
uce-1225	-1349.17	-1341.33	-1341.37	-1341.54	-1341.11	
uce-1231	-1538.44	-1540.47	-1540.21	-1539.93	-1540.99	
uce-1232	-1827.43	-1821.83	-1822.26	-1821.86	-1822.02	
uce-1233	-2048.34	-2039.35	-2041.07	-2040.44	-2038.93	
uce-1234	-1860.39	-1855.70	-1856.35	-1855.27	-1856.30	
uce-1236	-972.92	-976.40	-976.28	-976.35	-976.22	
uce-1239	-1237.55	-1233.79	-1233.38	-1233.82	-1233.17	
uce-124	-1371.11	-1368.42	-1368.51	-1368.36	-1368.47	
uce-1241	-2073.77	-2060.64	-2060.60	-2061.18	-2060.62	
uce-1242	-1109.52	-1115.43	-1115.77	-1115.16	-1115.74	
uce-1245	-1356.63	-1357.02	-1357.57	-1356.74	-1357.08	
uce-1246	-1566.02	-1565.62	-1565.91	-1565.73	-1565.36	
uce-125	-1213.51	-1202.02	-1201.67	-1202.58	-1202.76	
uce-1250	-2189.14	-2194.61	-2201.34	-2193.34	-2201.36	
uce-1251	-1863.31	-1857.37	-1856.87	-1857.68	-1857.81	
uce-1252	-1687.93	-1687.80	-1688.42	-1690.34	-1686.95	
uce-1253	-1239.30	-1242.86	-1242.81	-1242.72	-1242.44	
uce-1255	-1237.52	-1237.25	-1237.13	-1237.03	-1237.11	
uce-1256	-1712.90	-1705.59	-1705.00	-1706.36	-1706.24	
uce-1257	-1135.25	-1117.33	-1116.32	-1122.71	-1122.10	
uce-1259	-1011.75	-1006.97	-1007.11	-1006.86	-1006.87	
uce-1260	-1422.30	-1404.05	-1404.20	-1404.02	-1404.05	
uce-1263	-1462.84	-1450.13	-1449.10	-1451.29	-1451.10	
uce-1264	-1182.37	-1172.10	-1172.70	-1172.26	-1171.82	
uce-1265	-2318.29	-2319.58	-2320.02	-2320.74	-2318.73	
uce-1267	-2066.12	-2075.66	-2074.94	-2076.07	-2075.63	
uce-1268	-1342.89	-1349.22	-1353.51	-1348.12	-1353.38	
uce-127	-2089.65	-2068.38	-2067.57	-2070.22	-2070.26	
uce-1270	-1217.08	-1215.60	-1215.80	-1215.59	-1215.83	
uce-1271	-1394.86	-1384.35	-1385.52	-1383.84	-1384.87	
uce-1272	-2236.62	-2240.10	-2240.91	-2239.72	-2240.89	
uce-1276	-1461.61	-1460.86	-1460.99	-1461.25	-1460.95	
uce-1277	-1184.07	-1184.57	-1184.30	-1184.44	-1184.15	
uce-1278	-2316.39	-2325.95	-2327.51	-2327.75	-2325.24	
uce-128	-1382.72	-1380.80	-1380.59	-1380.83	-1380.45	
uce-1281	-1609.92	-1603.39	-1603.85	-1603.33	-1604.12	
uce-1285	-1437.07	-1415.55	-1415.07	-1415.70	-1415.51	
uce-1288	-1046.50	-1051.40	-1051.46	-1051.38	-1051.53	
uce-129	-1518.92	-1522.25	-1522.36	-1522.06	-1521.93	
uce-1290	-2016.87	-2011.84	-2011.23	-2012.25	-2011.65	
uce-1291	-1558.12	-1550.12	-1550.19	-1550.18	-1550.05	
uce-1295	-1455.25	-1433.23	-1432.10	-1434.96	-1435.51	
uce-1297	-1301.81	-1302.68	-1302.56	-1302.52	-1302.54	
uce-1298	-1637.42	-1630.05	-1630.06	-1630.28	-1629.68	
uce-1299	-1425.63	-1413.70	-1412.57	-1417.30	-1417.57	
uce-1300	-1318.24	-1319.00	-1319.13	-1318.30	-1319.05	
uce-1301	-1505.00	-1506.28	-1506.15	-1506.42	-1506.27	
uce-1304	-1912.03	-1906.57	-1908.88	-1906.02	-1906.26	
uce-1305	-1670.06	-1673.91	-1674.03	-1674.11	-1673.82	
uce-1309	-1550.16	-1550.30	-1550.03	-1550.47	-1550.06	
uce-1311	-1032.26	-1019.63	-1025.20	-1025.27	-1018.59	
uce-1313	-1642.28	-1633.29	-1633.16	-1633.58	-1633.19	
uce-1314	-2660.11	-2650.29	-2648.95	-2653.11	-2654.74	
uce-1318	-1590.91	-1586.53	-1586.42	-1585.99	-1586.42	
uce-1319	-931.41	-933.97	-934.11	-934.43	-933.87	
uce-132	-2925.25	-2924.27	-2925.07	-2924.16	-2923.77	
uce-1322	-1455.12	-1461.74	-1461.53	-1461.56	-1461.57	
uce-1323	-2747.67	-2733.40	-2734.58	-2734.68	-2732.54	
uce-1324	-1520.00	-1519.77	-1519.33	-1520.10	-1520.09	
uce-1329	-1494.87	-1496.88	-1496.75	-1496.89	-1496.85	
uce-1333	-1347.31	-1342.82	-1342.99	-1343.13	-1342.28	
uce-1334	-1221.60	-1224.51	-1224.95	-1224.95	-1223.78	
uce-1335	-1850.68	-1850.57	-1849.58	-1852.89	-1852.75	
uce-1336	-716.37	-716.31	-716.27	-716.34	-716.32	
uce-1339	-1167.11	-1169.34	-1169.22	-1169.72	-1169.42	
uce-134	-1297.60	-1296.59	-1296.80	-1296.58	-1296.53	
uce-1342	-1856.68	-1858.10	-1860.54	-1861.21	-1856.66	
uce-1345	-1334.29	-1329.85	-1330.03	-1329.73	-1330.10	
uce-1346	-1412.02	-1405.02	-1405.02	-1405.20	-1404.95	
uce-1348	-1035.14	-1034.79	-1034.87	-1034.84	-1034.83	
uce-1349	-1515.09	-1503.72	-1503.96	-1503.89	-1503.82	
uce-1350	-1105.60	-1099.54	-1101.23	-1097.79	-1101.36	
uce-1351	-1499.34	-1497.10	-1501.61	-1496.03	-1501.46	
uce-1354	-1774.39	-1774.27	-1774.65	-1774.30	-1774.65	
uce-1357	-2802.76	-2809.81	-2810.40	-2809.32	-2811.42	
uce-1358	-1421.62	-1421.79	-1421.55	-1421.81	-1422.18	
uce-1359	-988.46	-988.15	-989.42	-987.61	-989.34	
uce-136	-1138.84	-1135.82	-1135.80	-1136.42	-1136.10	
uce-1360	-1693.30	-1681.20	-1681.89	-1680.81	-1681.86	
uce-1361	-924.89	-923.42	-923.03	-923.91	-923.91	
uce-1362	-1158.98	-1159.52	-1158.25	-1161.80	-1160.69	
uce-1363	-1372.58	-1365.49	-1365.41	-1365.43	-1365.45	
uce-1366	-1598.27	-1590.54	-1589.34	-1593.54	-1593.07	
uce-1367	-1684.98	-1679.56	-1680.68	-1678.69	-1680.69	
uce-1368	-789.99	-797.45	-797.35	-797.40	-797.52	
uce-1371	-3137.75	-3125.68	-3126.29	-3125.13	-3126.18	
uce-1374	-1948.74	-1937.33	-1937.42	-1937.41	-1937.34	
uce-1375	-1542.45	-1529.23	-1529.47	-1529.34	-1528.85	
uce-1376	-1115.43	-1113.96	-1119.01	-1113.20	-1118.95	
uce-1378	-1735.59	-1745.12	-1746.14	-1745.68	-1744.72	
uce-1381	-1373.60	-1367.73	-1368.93	-1366.85	-1368.90	
uce-1383	-1060.73	-1064.60	-1064.32	-1064.24	-1064.23	
uce-1385	-1428.50	-1409.73	-1409.92	-1409.59	-1409.73	
uce-1389	-1250.94	-1230.26	-1230.27	-1230.39	-1230.44	
uce-139	-1673.98	-1667.25	-1670.86	-1670.81	-1666.20	
uce-1390	-1271.50	-1264.90	-1264.47	-1265.13	-1264.93	
uce-1392	-1807.40	-1787.44	-1788.33	-1788.35	-1786.19	
uce-1394	-1299.40	-1289.01	-1288.76	-1288.84	-1288.77	
uce-1395	-1540.72	-1524.24	-1523.07	-1535.68	-1535.78	
uce-1397	-1475.10	-1470.45	-1470.92	-1470.01	-1470.78	
uce-14	-1399.28	-1406.34	-1406.90	-1406.02	-1406.58	
uce-1402	-2343.64	-2354.19	-2356.45	-2353.44	-2355.85	
uce-1403	-1255.22	-1246.93	-1245.90	-1250.59	-1250.81	
uce-1405	-2227.74	-2217.67	-2217.39	-2217.67	-2217.44	
uce-1408	-1273.55	-1277.60	-1281.66	-1276.26	-1281.73	
uce-1410	-851.92	-852.52	-852.63	-852.72	-852.59	
uce-1412	-1148.64	-1157.76	-1157.46	-1157.83	-1157.39	
uce-1415	-1829.54	-1825.46	-1828.29	-1824.22	-1828.43	
uce-1417	-2159.85	-2156.96	-2157.35	-2157.02	-2156.50	
uce-1419	-1383.28	-1378.82	-1377.86	-1382.29	-1382.17	
uce-142	-456.88	-454.11	-455.67	-454.66	-453.34	
uce-1420	-2234.21	-2226.58	-2225.77	-2228.05	-2228.57	
uce-1422	-1644.29	-1639.62	-1639.89	-1639.94	-1639.87	
uce-1423	-1978.69	-1969.96	-1975.34	-1975.56	-1969.07	
uce-1425	-1772.92	-1776.19	-1776.30	-1776.04	-1776.21	
uce-1427	-1423.13	-1423.83	-1425.14	-1425.15	-1423.27	
uce-143	-1050.35	-1049.30	-1049.19	-1049.06	-1049.45	
uce-1430	-715.60	-706.20	-715.70	-715.69	-705.10	
uce-1434	-2285.60	-2287.98	-2287.15	-2290.14	-2289.01	
uce-1435	-2967.24	-2940.18	-2950.59	-2949.65	-2938.89	
uce-1438	-1328.84	-1317.52	-1316.64	-1318.99	-1319.37	
uce-144	-1144.98	-1152.59	-1152.38	-1153.20	-1152.72	
uce-1442	-1216.49	-1204.21	-1204.69	-1203.52	-1204.86	
uce-1446	-1209.24	-1207.48	-1207.14	-1207.82	-1207.46	
uce-1447	-1881.10	-1870.49	-1877.31	-1877.29	-1869.60	
uce-1450	-2027.22	-2024.02	-2023.98	-2023.68	-2023.98	
uce-1451	-2011.77	-2001.59	-2006.31	-2000.47	-2006.72	
uce-1453	-1036.65	-1027.53	-1027.34	-1027.21	-1027.24	
uce-1454	-1650.41	-1654.80	-1654.60	-1654.50	-1654.72	
uce-1456	-871.26	-872.46	-872.45	-872.65	-872.65	
uce-1457	-1336.73	-1331.94	-1331.39	-1331.99	-1332.22	
uce-1458	-1937.99	-1918.85	-1917.85	-1926.76	-1926.67	
uce-146	-1705.58	-1697.81	-1698.08	-1697.81	-1698.13	
uce-1462	-1798.11	-1796.81	-1796.87	-1796.70	-1797.11	
uce-1463	-1284.72	-1276.35	-1278.87	-1278.83	-1275.21	
uce-1466	-2896.11	-2892.89	-2894.50	-2892.57	-2893.43	
uce-1467	-1236.37	-1234.81	-1234.87	-1235.15	-1235.07	
uce-1468	-991.61	-995.01	-994.55	-994.71	-995.16	
uce-1469	-1020.88	-1027.88	-1030.92	-1031.12	-1026.87	
uce-147	-1042.29	-1038.18	-1038.46	-1038.30	-1038.27	
uce-1470	-1319.52	-1319.56	-1319.40	-1319.21	-1319.16	
uce-1471	-2730.05	-2723.95	-2726.89	-2722.74	-2726.00	
uce-1474	-1596.65	-1608.96	-1609.37	-1609.18	-1608.69	
uce-1476	-1504.12	-1501.62	-1501.62	-1501.77	-1501.83	
uce-1478	-1862.25	-1862.17	-1862.65	-1862.77	-1861.90	
uce-148	-2686.72	-2681.25	-2680.51	-2681.75	-2681.41	
uce-1480	-1981.95	-1985.96	-1990.21	-1984.93	-1986.12	
uce-1482	-2468.35	-2471.93	-2473.39	-2474.20	-2471.09	
uce-1483	-1650.44	-1648.51	-1651.16	-1647.53	-1650.31	
uce-1484	-1431.54	-1428.42	-1428.28	-1428.62	-1428.07	
uce-1485	-2903.65	-2888.24	-2888.02	-2889.07	-2888.53	
uce-1488	-1225.68	-1226.76	-1226.73	-1226.44	-1227.06	
uce-1489	-2005.36	-2001.83	-2005.75	-2001.73	-2000.98	
uce-149	-998.94	-990.95	-991.00	-990.94	-991.32	
uce-1490	-1544.13	-1532.42	-1535.36	-1535.43	-1531.41	
uce-1492	-1554.03	-1540.04	-1540.96	-1540.98	-1539.25	
uce-1497	-2219.04	-2216.83	-2219.53	-2215.65	-2219.83	
uce-1499	-1525.14	-1522.69	-1523.21	-1522.66	-1522.21	
uce-15	-1557.18	-1559.91	-1560.18	-1560.44	-1559.59	
uce-1500	-2012.64	-2009.74	-2010.18	-2011.12	-2009.52	
uce-1501	-2115.09	-2099.16	-2098.66	-2100.32	-2100.85	
uce-1504	-1263.26	-1254.98	-1254.80	-1255.05	-1254.45	
uce-1506	-1642.20	-1635.59	-1638.33	-1638.10	-1634.97	
uce-1508	-1299.07	-1302.43	-1302.46	-1302.44	-1302.44	
uce-1509	-1546.33	-1542.67	-1542.69	-1542.74	-1542.80	
uce-1512	-2283.97	-2303.11	-2303.58	-2303.32	-2302.51	
uce-1514	-1276.58	-1277.92	-1281.88	-1282.16	-1276.68	
uce-1520	-1239.75	-1235.80	-1235.88	-1235.84	-1235.61	
uce-1523	-1773.45	-1782.31	-1782.94	-1781.97	-1782.60	
uce-1526	-1192.65	-1184.28	-1186.20	-1186.63	-1183.19	
uce-1528	-2126.05	-2114.26	-2114.18	-2114.35	-2114.12	
uce-1529	-1193.64	-1188.39	-1189.56	-1188.48	-1187.79	
uce-153	-1431.59	-1428.39	-1430.61	-1429.86	-1427.09	
uce-1530	-1685.95	-1686.15	-1689.32	-1685.62	-1686.00	
uce-1531	-2400.66	-2394.68	-2393.56	-2396.58	-2396.34	
uce-1533	-1528.96	-1524.88	-1525.28	-1525.25	-1524.84	
uce-1535	-1260.86	-1261.68	-1261.57	-1262.04	-1261.93	
uce-1538	-1473.61	-1467.46	-1469.94	-1466.67	-1469.64	
uce-1539	-1796.36	-1784.61	-1785.26	-1783.83	-1784.97	
uce-154	-1636.26	-1641.50	-1641.23	-1641.55	-1641.12	
uce-1540	-1634.09	-1631.26	-1630.84	-1631.50	-1631.69	
uce-1544	-997.03	-979.42	-981.94	-980.68	-978.38	
uce-1545	-1493.91	-1488.88	-1489.03	-1489.08	-1488.98	
uce-1547	-1698.28	-1700.77	-1701.34	-1700.78	-1700.81	
uce-1550	-1946.72	-1954.10	-1953.24	-1954.57	-1954.83	
uce-1555	-1047.08	-1043.76	-1048.35	-1043.19	-1043.21	
uce-1556	-893.53	-890.50	-890.58	-890.29	-890.47	
uce-1558	-1394.33	-1385.32	-1384.20	-1389.00	-1389.62	
uce-1560	-1216.40	-1211.74	-1240.94	-1210.70	-1240.77	
uce-1561	-1257.48	-1255.12	-1254.77	-1254.89	-1255.04	
uce-1562	-1491.20	-1496.31	-1496.48	-1496.86	-1496.41	
uce-1563	-949.30	-946.09	-950.37	-944.94	-950.31	
uce-1564	-725.91	-728.14	-728.50	-727.80	-728.04	
uce-1565	-3264.24	-3231.33	-3231.94	-3232.41	-3230.58	
uce-1568	-1568.46	-1566.70	-1566.83	-1566.11	-1567.68	
uce-1569	-2265.50	-2254.54	-2255.08	-2255.09	-2254.08	
uce-157	-2629.95	-2612.58	-2611.40	-2617.97	-2612.96	
uce-1570	-1161.04	-1163.32	-1163.05	-1163.75	-1163.46	
uce-1572	-1213.10	-1212.34	-1211.34	-1215.77	-1215.58	
uce-1573	-1716.87	-1710.37	-1709.36	-1711.66	-1711.57	
uce-1576	-1912.33	-1913.39	-1912.51	-1914.59	-1914.74	
uce-1579	-2553.20	-2550.80	-2550.21	-2550.69	-2550.54	
uce-1582	-1154.05	-1153.33	-1153.44	-1154.90	-1153.13	
uce-1588	-1818.65	-1833.55	-1832.51	-1837.05	-1835.04	
uce-1590	-1059.50	-1071.12	-1070.64	-1071.33	-1071.39	
uce-1591	-1237.63	-1239.41	-1239.34	-1239.48	-1239.30	
uce-1594	-642.08	-649.68	-649.44	-649.37	-649.67	
uce-1597	-1312.63	-1316.33	-1316.03	-1316.51	-1316.36	
uce-1598	-1206.69	-1192.41	-1192.46	-1192.30	-1192.40	
uce-16	-2526.58	-2538.42	-2544.00	-2537.61	-2538.66	
uce-1600	-1565.24	-1564.45	-1563.98	-1564.73	-1564.45	
uce-1601	-952.22	-957.08	-956.09	-959.84	-957.49	
uce-1602	-1203.05	-1202.74	-1202.78	-1203.01	-1202.92	
uce-1606	-1258.07	-1258.22	-1258.06	-1257.81	-1257.84	
uce-161	-1058.42	-1051.95	-1051.97	-1052.00	-1052.07	
uce-1611	-1611.82	-1616.03	-1616.12	-1616.11	-1615.69	
uce-1613	-1187.67	-1187.36	-1186.90	-1187.79	-1187.82	
uce-1614	-1525.14	-1511.19	-1511.12	-1511.31	-1510.86	
uce-1616	-1585.02	-1586.81	-1586.80	-1587.21	-1586.95	
uce-1621	-1246.25	-1248.13	-1247.96	-1247.91	-1249.17	
uce-1622	-1220.01	-1218.26	-1217.44	-1220.95	-1220.41	
uce-1624	-1436.00	-1431.80	-1432.61	-1431.90	-1430.93	
uce-1625	-2083.88	-2080.13	-2084.31	-2080.64	-2079.54	
uce-1629	-1100.24	-1100.65	-1100.54	-1100.52	-1100.48	
uce-1630	-1434.78	-1423.27	-1422.25	-1425.60	-1423.23	
uce-1631	-2244.26	-2249.16	-2249.15	-2248.86	-2249.33	
uce-1633	-1592.49	-1596.77	-1596.91	-1597.43	-1596.73	
uce-1634	-2079.41	-2072.47	-2072.86	-2072.60	-2072.01	
uce-1639	-1303.80	-1309.04	-1309.33	-1309.37	-1308.59	
uce-1641	-1099.33	-1095.09	-1095.32	-1094.85	-1095.43	
uce-1642	-1344.87	-1348.78	-1348.98	-1348.98	-1348.61	
uce-1643	-4300.66	-4305.67	-4304.39	-4311.46	-4308.64	
uce-1644	-2137.61	-2128.74	-2129.45	-2128.80	-2128.78	
uce-1645	-1593.14	-1573.65	-1584.33	-1584.09	-1572.76	
uce-1648	-1878.47	-1919.68	-1919.60	-1919.82	-1919.69	
uce-1650	-1334.58	-1330.05	-1333.58	-1328.95	-1333.18	
uce-1658	-1814.16	-1805.19	-1804.02	-1807.97	-1807.92	
uce-1659	-1448.22	-1432.96	-1433.97	-1432.56	-1432.84	
uce-166	-1752.33	-1752.61	-1752.83	-1752.62	-1752.74	
uce-1660	-1464.98	-1470.86	-1470.95	-1471.26	-1470.81	
uce-1662	-1958.46	-1939.34	-1944.50	-1944.93	-1938.32	
uce-1667	-1623.08	-1626.28	-1626.11	-1626.50	-1626.58	
uce-1671	-1570.60	-1567.89	-1569.51	-1566.93	-1570.40	
uce-1675	-1969.14	-1948.99	-1949.24	-1949.25	-1948.79	
uce-1677	-1549.22	-1536.76	-1538.24	-1538.13	-1535.67	
uce-1678	-1301.97	-1299.95	-1300.90	-1300.87	-1299.23	
uce-1679	-2466.69	-2449.15	-2453.03	-2451.63	-2447.88	
uce-1680	-1522.19	-1520.92	-1521.73	-1520.08	-1521.90	
uce-1683	-1662.66	-1657.61	-1656.33	-1660.16	-1660.41	
uce-1689	-2282.52	-2278.74	-2280.74	-2280.19	-2277.69	
uce-169	-1278.26	-1273.06	-1272.64	-1272.93	-1273.10	
uce-1690	-1766.32	-1762.30	-1762.08	-1762.36	-1762.00	
uce-1692	-1978.73	-1977.75	-1977.56	-1977.65	-1977.49	
uce-1693	-1185.11	-1189.14	-1188.91	-1189.45	-1190.07	
