Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
uce-1072	-1358.8383	-1359.8302	-1359.8304	-1359.8303	-1359.8307	
uce-1077	-1759.0811	-1758.8876	-1758.8879	-1758.8879	-1758.8879	
uce-1081	-1447.9040	-1442.3729	-1443.1701	-1442.3730	-1443.1705	
uce-1084	-1713.1893	-1716.2576	-1717.4098	-1717.4099	-1716.2575	
uce-1085	-1534.2998	-1530.2646	-1530.2645	-1530.2643	-1530.2642	
uce-1088	-1990.9612	-1982.8495	-1986.2402	-1985.6177	-1982.8494	
uce-1089	-1007.1258	-1004.3646	-1004.3646	-1004.4431	-1004.4429	
uce-1090	-1487.0102	-1484.2725	-1484.2735	-1484.2730	-1484.2725	
uce-1092	-984.7672	-985.2861	-985.2867	-985.2861	-985.2866	
uce-1093	-816.4744	-815.9912	-819.2523	-815.9919	-819.2522	
uce-1094	-1311.2488	-1309.0409	-1311.9347	-1309.0418	-1311.9343	
uce-1098	-1348.2846	-1348.0033	-1348.0034	-1348.0037	-1348.0035	
uce-11	-1569.6928	-1566.9084	-1566.9085	-1566.9084	-1566.9085	
uce-110	-1515.5915	-1509.5989	-1509.5989	-1510.5988	-1510.5988	
uce-1100	-664.2529	-665.7120	-666.5016	-666.5015	-665.7121	
uce-1101	-1316.0933	-1313.9076	-1313.9076	-1313.9077	-1313.9076	
uce-1102	-1405.8299	-1401.5585	-1404.4481	-1401.5576	-1404.4484	
uce-1107	-1911.2572	-1908.9385	-1908.9425	-1908.9432	-1908.9385	
uce-111	-1713.2614	-1719.2338	-1721.5927	-1721.5929	-1719.2336	
uce-1110	-1269.2598	-1269.2599	-1269.2600	-1269.2601	-1269.2599	
uce-1113	-2509.6083	-2508.1813	-2509.2797	-2509.2798	-2508.1817	
uce-1120	-1520.4487	-1519.1761	-1519.1764	-1519.1761	-1519.1761	
uce-1121	-1394.6285	-1391.3457	-1393.2127	-1391.3455	-1393.2126	
uce-1122	-1320.3302	-1318.7742	-1318.7743	-1318.7741	-1318.7742	
uce-1127	-2135.2002	-2132.8333	-2141.8847	-2132.8333	-2141.8847	
uce-1128	-1237.8878	-1231.0877	-1231.0877	-1233.5303	-1233.5301	
uce-1131	-1922.2393	-1925.5422	-1925.5426	-1925.5421	-1925.5422	
uce-1133	-986.0363	-982.4096	-982.4111	-982.4095	-982.4111	
uce-1134	-999.6169	-999.0423	-999.0425	-999.0425	-999.0426	
uce-1135	-1609.2920	-1610.2016	-1611.4937	-1611.4942	-1610.2016	
uce-1136	-1713.0711	-1717.8430	-1718.1481	-1717.8428	-1718.0651	
uce-1138	-1629.4868	-1636.3777	-1636.3783	-1636.3784	-1636.3773	
uce-114	-1756.4301	-1752.5914	-1752.5914	-1752.5914	-1752.5916	
uce-1141	-1477.0420	-1478.8570	-1478.8571	-1478.8573	-1478.8571	
uce-1143	-1564.0511	-1561.7756	-1561.7756	-1561.7760	-1561.7760	
uce-1148	-3580.4385	-3529.4502	-3529.4502	-3532.0001	-3531.9319	
uce-1149	-1273.1677	-1263.1565	-1263.1562	-1263.3305	-1263.3300	
uce-115	-1190.2686	-1195.8129	-1199.5521	-1199.5520	-1195.8133	
uce-1150	-1226.5806	-1238.3174	-1238.3175	-1238.3173	-1238.3176	
uce-1154	-877.8368	-877.8372	-878.2430	-877.8373	-878.2423	
uce-1157	-820.4952	-819.8139	-820.6392	-821.2576	-819.8139	
uce-1159	-1486.6715	-1472.2569	-1472.2571	-1472.2573	-1472.2575	
uce-1161	-1108.4152	-1102.7894	-1102.7894	-1102.7898	-1102.7895	
uce-1162	-993.8437	-993.8440	-993.8440	-993.8440	-993.8440	
uce-1163	-1872.9771	-1872.6599	-1872.9197	-1872.9197	-1872.6599	
uce-1167	-993.0810	-994.2552	-994.2556	-995.3166	-995.3166	
uce-117	-1448.8706	-1448.0298	-1448.0301	-1448.0299	-1448.0298	
uce-1170	-1646.9783	-1644.8556	-1645.8284	-1645.8287	-1644.8556	
uce-1172	-1411.8887	-1398.9676	-1398.9675	-1399.1558	-1399.1559	
uce-1173	-1169.5775	-1169.9498	-1169.9501	-1170.6217	-1170.6215	
uce-1174	-1386.0769	-1382.0997	-1383.1184	-1382.0997	-1383.1185	
uce-1176	-975.9372	-973.1149	-973.1149	-973.1149	-973.1149	
uce-1177	-1307.5947	-1305.9563	-1308.5868	-1305.9563	-1308.5864	
uce-1178	-1629.3506	-1630.4309	-1630.6339	-1630.6336	-1630.4305	
uce-1181	-948.4794	-950.5753	-951.1402	-951.3020	-950.5752	
uce-1182	-942.3418	-940.2629	-940.2630	-942.2661	-942.2661	
uce-1183	-1445.2018	-1438.8802	-1438.8799	-1440.2443	-1440.2441	
uce-1185	-1010.8651	-1015.7303	-1015.7303	-1015.7303	-1015.7302	
uce-1187	-1564.0978	-1564.6271	-1567.5602	-1568.4951	-1564.6271	
uce-1188	-1438.3491	-1435.4810	-1435.4812	-1435.4810	-1435.4805	
uce-119	-2167.7815	-2166.7666	-2166.8012	-2166.7666	-2166.8008	
uce-1190	-853.8282	-852.9544	-852.9547	-852.9544	-852.9542	
uce-1191	-1445.4760	-1442.3055	-1444.5558	-1442.3059	-1444.5557	
uce-1193	-1644.8583	-1619.4626	-1619.4626	-1622.7483	-1622.7483	
uce-1194	-2472.8061	-2465.7420	-2469.3433	-2469.3430	-2465.7421	
uce-12	-1589.5593	-1593.0090	-1593.1781	-1593.1786	-1593.0086	
uce-1200	-1106.3096	-1106.4616	-1107.8989	-1109.7354	-1106.4617	
uce-1201	-1073.6948	-1070.4277	-1092.8110	-1070.4280	-1092.8107	
uce-1202	-1866.6808	-1861.9492	-1861.9499	-1861.9493	-1861.9495	
uce-1203	-1819.4020	-1816.5717	-1816.5719	-1816.5721	-1816.5720	
uce-1204	-1041.2850	-1042.7155	-1042.7148	-1042.7156	-1042.7150	
uce-1205	-828.3989	-831.1696	-831.1714	-831.1693	-831.1693	
uce-1206	-1070.7783	-1072.9508	-1073.1406	-1073.1406	-1072.9508	
uce-1207	-1560.3759	-1555.3423	-1555.3426	-1555.3424	-1555.3422	
uce-1209	-1189.7724	-1186.4861	-1186.4863	-1186.4863	-1186.4863	
uce-121	-2176.8358	-2177.3544	-2177.3606	-2177.3602	-2177.3541	
uce-1210	-1263.2308	-1261.5211	-1262.7849	-1262.7846	-1261.5211	
uce-1211	-1535.0656	-1533.7758	-1535.0657	-1535.0654	-1533.7761	
uce-1212	-1053.5343	-1056.8877	-1056.8947	-1056.8869	-1056.8946	
uce-1215	-1103.9868	-1101.4235	-1101.4236	-1101.4235	-1101.4236	
uce-1216	-790.5739	-787.6956	-787.6960	-787.6959	-787.6960	
uce-1217	-994.3320	-992.1158	-1000.3057	-992.1158	-1000.3060	
uce-1222	-1148.5945	-1146.5972	-1146.6267	-1146.6267	-1146.5974	
uce-1224	-2154.3694	-2143.1150	-2143.6879	-2143.1152	-2143.2386	
uce-1225	-1228.5587	-1224.0629	-1224.0630	-1224.0632	-1224.0629	
uce-1231	-1387.4850	-1387.2869	-1389.2900	-1387.2871	-1389.2901	
uce-1232	-1664.2884	-1658.7637	-1658.7641	-1658.7639	-1658.7637	
uce-1233	-1840.4234	-1839.3312	-1839.3799	-1839.3785	-1839.3310	
uce-1234	-1721.2036	-1716.9697	-1716.9706	-1716.9697	-1716.9699	
uce-1236	-885.2216	-887.1474	-887.1473	-887.1474	-887.1474	
uce-1239	-1074.5393	-1074.5633	-1074.5636	-1074.5633	-1074.5631	
uce-124	-1266.6420	-1266.2967	-1266.2967	-1266.2967	-1266.2967	
uce-1241	-1923.3915	-1917.3596	-1917.3596	-1917.3604	-1917.3599	
uce-1242	-999.6957	-1002.6634	-1002.6636	-1002.6633	-1002.6637	
uce-1245	-1224.1375	-1224.2508	-1224.2510	-1224.2505	-1224.2505	
uce-1246	-1453.8639	-1451.3453	-1451.3263	-1451.3263	-1451.3256	
uce-125	-1100.7947	-1096.3013	-1096.3012	-1098.0462	-1098.0465	
uce-1250	-2006.5392	-2011.5634	-2017.0280	-2011.5635	-2017.0278	
uce-1251	-1680.7972	-1677.7638	-1677.7638	-1677.8486	-1677.8483	
uce-1252	-1492.9330	-1494.6727	-1494.7198	-1496.9553	-1494.6726	
uce-1253	-1139.6918	-1142.0458	-1142.0457	-1142.0457	-1142.0450	
uce-1255	-1127.3394	-1127.2020	-1127.2021	-1127.2028	-1127.2024	
uce-1256	-1581.4335	-1576.1477	-1576.1477	-1576.1482	-1576.1481	
uce-1257	-1002.2649	-990.0726	-990.0726	-994.4110	-993.8630	
uce-1259	-916.6646	-912.9773	-912.9774	-912.9774	-912.9774	
uce-1260	-1270.4894	-1259.2928	-1259.2930	-1259.2932	-1259.2931	
uce-1263	-1291.5420	-1283.3853	-1283.3853	-1284.8375	-1284.8371	
uce-1264	-1062.8063	-1054.8421	-1054.8431	-1054.8427	-1054.8423	
uce-1265	-2128.7073	-2127.1732	-2127.1732	-2129.0963	-2128.8589	
uce-1267	-1875.0832	-1880.1570	-1880.1575	-1880.5389	-1880.5384	
uce-1268	-1222.4869	-1231.1929	-1234.4377	-1231.1930	-1234.4377	
uce-127	-1894.7845	-1887.8739	-1887.8739	-1890.0465	-1890.0467	
uce-1270	-1096.0436	-1093.7632	-1093.7632	-1093.7632	-1093.7634	
uce-1271	-1258.8247	-1251.8197	-1252.1115	-1251.8200	-1252.1116	
uce-1272	-1989.6059	-1995.0130	-1995.1375	-1995.0130	-1995.1366	
uce-1276	-1348.6660	-1348.6163	-1348.6163	-1348.6163	-1348.6163	
uce-1277	-1090.0941	-1091.2891	-1091.2899	-1091.2899	-1091.2895	
uce-1278	-2097.2964	-2104.1127	-2105.1859	-2105.1857	-2104.1132	
uce-128	-1251.7308	-1250.1705	-1250.4304	-1250.4309	-1250.1708	
uce-1281	-1473.3555	-1467.6801	-1467.6803	-1467.6799	-1467.6805	
uce-1285	-1244.0950	-1230.5348	-1230.5350	-1230.5349	-1230.5350	
uce-1288	-917.3167	-921.8095	-921.8095	-921.8095	-921.8096	
uce-129	-1349.3199	-1354.8655	-1355.3133	-1354.8651	-1355.3121	
uce-1290	-1821.3148	-1817.6821	-1817.6821	-1817.9496	-1817.9494	
uce-1291	-1426.1932	-1418.5430	-1418.5431	-1418.5432	-1418.5430	
uce-1295	-1282.6597	-1272.0408	-1272.0232	-1272.0232	-1272.0232	
uce-1297	-1191.8089	-1191.8100	-1191.8100	-1191.8107	-1191.8100	
uce-1298	-1531.5165	-1528.5485	-1528.9391	-1528.9396	-1528.5482	
uce-1299	-1266.7478	-1258.3737	-1258.3789	-1265.0021	-1265.0026	
uce-1300	-1199.5464	-1202.0038	-1202.0041	-1202.0039	-1202.0043	
uce-1301	-1407.3419	-1409.2814	-1409.2822	-1409.2820	-1409.2817	
uce-1304	-1722.5737	-1721.5601	-1722.5955	-1721.6704	-1721.5601	
uce-1305	-1509.9760	-1513.1542	-1513.1538	-1513.1540	-1513.1536	
uce-1309	-1401.1954	-1401.5877	-1401.5874	-1401.5877	-1401.5874	
uce-1311	-946.2562	-940.3248	-944.5373	-944.5373	-940.3245	
uce-1313	-1498.9409	-1495.7629	-1495.7632	-1495.7633	-1495.7633	
uce-1314	-2370.5354	-2361.7706	-2361.7706	-2366.2178	-2366.2185	
uce-1318	-1441.2864	-1436.4543	-1436.4543	-1436.4542	-1436.4545	
uce-1319	-833.8416	-835.4348	-835.4348	-835.4349	-835.4348	
uce-132	-2685.3539	-2682.5854	-2682.5863	-2682.5859	-2682.5856	
uce-1322	-1344.9318	-1347.9783	-1347.9785	-1347.9779	-1347.9785	
uce-1323	-2506.8943	-2495.5302	-2495.5901	-2495.5901	-2495.5295	
uce-1324	-1338.8868	-1341.6176	-1341.6184	-1341.6182	-1341.6178	
uce-1329	-1375.0771	-1377.4804	-1377.4807	-1377.4805	-1377.4805	
uce-1333	-1198.1587	-1195.7844	-1195.7847	-1195.7846	-1195.7842	
uce-1334	-1107.3296	-1107.3543	-1107.3539	-1107.3544	-1107.3540	
uce-1335	-1729.8468	-1729.0724	-1729.0721	-1731.4084	-1731.4080	
uce-1336	-650.6813	-651.7167	-651.7173	-651.7172	-651.7175	
uce-1339	-999.6989	-1002.9611	-1002.9535	-1002.9486	-1002.9525	
uce-134	-1193.1607	-1192.4065	-1192.4069	-1192.4066	-1192.4066	
uce-1342	-1657.3174	-1657.3456	-1659.6668	-1659.6669	-1657.3467	
uce-1345	-1208.5998	-1205.1758	-1205.1762	-1205.1758	-1205.1762	
uce-1346	-1258.7072	-1253.9425	-1253.9424	-1253.9431	-1253.9427	
uce-1348	-957.2534	-957.0369	-957.0365	-957.0364	-957.0369	
uce-1349	-1370.4619	-1365.1733	-1365.1733	-1365.1733	-1365.1733	
uce-1350	-1019.5555	-1014.1664	-1015.9094	-1014.1662	-1015.9098	
uce-1351	-1345.4294	-1345.4293	-1348.4744	-1345.4295	-1348.4744	
uce-1354	-1607.7032	-1607.7038	-1607.7038	-1607.7038	-1607.7039	
uce-1357	-2512.4397	-2516.1315	-2516.2661	-2516.1314	-2516.6280	
uce-1358	-1313.9663	-1316.0643	-1316.0681	-1316.0551	-1316.0541	
uce-1359	-893.7386	-893.7395	-894.3107	-893.7392	-894.3108	
uce-136	-1007.9396	-1007.2806	-1007.2807	-1007.2807	-1007.2805	
uce-1360	-1535.8030	-1530.9056	-1530.9061	-1530.9057	-1530.9061	
uce-1361	-844.4392	-843.9139	-843.9139	-843.9143	-843.9142	
uce-1362	-1020.9884	-1023.0024	-1023.0021	-1023.8449	-1024.1592	
uce-1363	-1262.7305	-1257.9633	-1257.9633	-1257.9639	-1257.9631	
uce-1366	-1481.4821	-1476.8099	-1476.8094	-1479.1745	-1479.1725	
uce-1367	-1541.9807	-1537.6028	-1538.9655	-1537.6026	-1538.9655	
uce-1368	-721.3417	-728.8542	-728.8541	-728.8543	-728.8541	
uce-1371	-2824.4441	-2811.9181	-2812.9209	-2811.9181	-2812.9209	
uce-1374	-1807.3430	-1798.8716	-1798.8714	-1798.8721	-1798.8720	
uce-1375	-1388.8091	-1385.5524	-1385.5524	-1385.5524	-1385.5519	
uce-1376	-1048.9475	-1048.9482	-1052.4641	-1048.9486	-1052.4629	
uce-1378	-1574.6471	-1579.3899	-1579.3906	-1579.3901	-1579.3896	
uce-1381	-1252.7435	-1249.5596	-1249.5603	-1249.5596	-1249.5601	
uce-1383	-948.3384	-955.1936	-955.1935	-955.1934	-955.1934	
uce-1385	-1291.5722	-1280.9075	-1280.9075	-1280.9076	-1280.9078	
uce-1389	-1148.1854	-1136.0639	-1136.0985	-1136.0654	-1136.0980	
uce-139	-1546.0069	-1542.4566	-1543.2703	-1543.2703	-1542.4566	
uce-1390	-1160.9313	-1153.5073	-1153.5153	-1153.5101	-1153.5169	
uce-1392	-1654.7060	-1643.5388	-1643.5397	-1643.5396	-1643.5389	
uce-1394	-1183.2921	-1177.1486	-1177.1491	-1177.1490	-1177.1490	
uce-1395	-1400.6658	-1386.4446	-1386.4444	-1397.5463	-1397.5466	
uce-1397	-1358.5661	-1355.1430	-1355.1436	-1355.1431	-1355.1439	
uce-14	-1248.0382	-1252.7977	-1253.2729	-1252.7976	-1253.2726	
uce-1402	-2140.8476	-2148.8856	-2148.8857	-2148.8856	-2148.8857	
uce-1403	-1148.8722	-1145.3013	-1145.3026	-1147.7961	-1147.7947	
uce-1405	-2041.0709	-2036.2992	-2036.2989	-2036.2993	-2036.2992	
uce-1408	-1174.3594	-1176.2512	-1179.5593	-1176.2519	-1179.5590	
uce-1410	-763.3388	-765.0284	-765.0289	-765.0290	-765.0287	
uce-1412	-1049.8250	-1057.2924	-1057.2921	-1057.2919	-1057.2920	
uce-1415	-1654.4319	-1652.5942	-1653.8392	-1652.5943	-1653.8389	
uce-1417	-2001.4436	-1999.5760	-1999.5767	-1999.5763	-1999.5761	
uce-1419	-1241.6394	-1238.1424	-1238.1424	-1241.8983	-1241.8990	
uce-142	-371.6511	-371.5110	-371.8209	-371.6509	-371.5109	
uce-1420	-1998.0838	-1997.8190	-1997.8189	-1997.9960	-1997.9965	
uce-1422	-1523.5666	-1522.3388	-1522.3390	-1522.3388	-1522.3390	
uce-1423	-1826.4735	-1824.6240	-1825.5717	-1825.5720	-1824.6241	
uce-1425	-1601.8068	-1602.2882	-1602.2880	-1602.2881	-1602.2882	
uce-1427	-1306.0900	-1304.6813	-1304.6822	-1304.6817	-1304.6814	
uce-143	-963.3253	-962.9408	-962.9407	-962.9408	-962.9408	
uce-1430	-654.3624	-648.1988	-655.5275	-655.5273	-648.1991	
uce-1434	-2063.4471	-2061.9977	-2063.3575	-2061.9980	-2063.1424	
uce-1435	-2768.2440	-2753.9141	-2761.8475	-2760.6062	-2753.9141	
uce-1438	-1218.7885	-1209.7791	-1209.7792	-1210.2858	-1210.2861	
uce-144	-1059.2369	-1064.4718	-1064.4717	-1064.4720	-1064.4720	
uce-1442	-1096.0255	-1088.3095	-1088.7715	-1088.3092	-1088.7717	
uce-1446	-1088.4914	-1087.4767	-1087.4777	-1087.4772	-1087.4768	
uce-1447	-1696.3367	-1690.5815	-1696.2793	-1696.2789	-1690.5810	
uce-1450	-1855.4304	-1854.8618	-1854.8618	-1854.8616	-1854.8619	
uce-1451	-1833.2410	-1829.0850	-1831.9324	-1829.0849	-1831.9323	
uce-1453	-926.4041	-921.9943	-921.9943	-921.9944	-921.9941	
uce-1454	-1521.0971	-1524.6806	-1524.6811	-1524.6809	-1524.6810	
uce-1456	-791.7729	-791.7729	-791.7726	-791.7733	-791.7733	
uce-1457	-1221.9511	-1221.4784	-1221.4784	-1222.1851	-1222.1851	
uce-1458	-1757.4644	-1744.7377	-1744.7376	-1751.8464	-1751.8461	
uce-146	-1562.1711	-1558.1339	-1558.1344	-1558.1341	-1558.1341	
uce-1462	-1660.8060	-1657.9790	-1657.9791	-1657.9792	-1657.9792	
uce-1463	-1158.6312	-1155.2668	-1156.5963	-1156.5962	-1155.2669	
uce-1466	-2705.9626	-2704.4837	-2704.8134	-2704.4836	-2704.8132	
uce-1467	-1147.0789	-1145.9141	-1145.9165	-1145.9141	-1145.9141	
uce-1468	-862.6065	-866.0985	-866.0993	-866.0993	-866.0998	
uce-1469	-939.0330	-941.9681	-943.4462	-943.4462	-941.9681	
uce-147	-958.0514	-957.0155	-957.0159	-957.0155	-957.0160	
uce-1470	-1209.3653	-1209.0876	-1209.0879	-1209.0878	-1209.0878	
uce-1471	-2443.5961	-2441.5369	-2441.5371	-2441.5369	-2441.5370	
uce-1474	-1457.6212	-1466.4830	-1466.4838	-1466.4835	-1466.4834	
uce-1476	-1320.3760	-1318.8094	-1318.8130	-1318.8089	-1318.8105	
uce-1478	-1662.1994	-1663.6116	-1663.6118	-1663.6122	-1663.6117	
uce-148	-2459.1427	-2453.5914	-2453.5921	-2453.6692	-2453.6722	
uce-1480	-1815.8868	-1817.4217	-1819.1582	-1817.4217	-1818.1011	
uce-1482	-2274.5543	-2275.3825	-2277.1240	-2277.1244	-2275.3826	
uce-1483	-1520.6686	-1518.0775	-1518.5072	-1518.0775	-1518.4020	
uce-1484	-1274.6165	-1271.8410	-1271.8410	-1271.8413	-1271.8411	
uce-1485	-2621.6183	-2609.1223	-2609.1224	-2609.5051	-2609.4584	
uce-1488	-1106.5369	-1110.4337	-1110.4342	-1110.4333	-1110.4339	
uce-1489	-1878.5509	-1877.1654	-1878.8344	-1877.5541	-1877.1654	
uce-149	-923.7747	-919.2954	-919.2959	-919.2954	-919.2958	
uce-1490	-1374.3192	-1363.8528	-1366.7551	-1366.7552	-1363.8529	
uce-1492	-1404.4286	-1397.4472	-1397.8095	-1397.8099	-1397.4476	
uce-1497	-2042.3864	-2044.0858	-2044.7390	-2044.0858	-2044.7394	
uce-1499	-1384.7990	-1382.7150	-1382.7154	-1382.7154	-1382.7150	
uce-15	-1437.0951	-1435.2665	-1436.0399	-1436.0413	-1435.2665	
uce-1500	-1846.2222	-1846.6609	-1846.6780	-1846.6790	-1846.6612	
uce-1501	-1925.6089	-1913.9113	-1913.9113	-1914.4011	-1914.4013	
uce-1504	-1173.2802	-1167.6184	-1167.6180	-1167.6185	-1167.6182	
uce-1506	-1484.3876	-1484.9399	-1485.2116	-1485.2115	-1484.9387	
uce-1508	-1152.7879	-1154.5643	-1154.5643	-1154.5643	-1154.5643	
uce-1509	-1426.3372	-1424.7406	-1424.7406	-1424.7408	-1424.7407	
uce-1512	-1988.7526	-1992.9353	-1993.7149	-1992.9349	-1993.7148	
uce-1514	-1173.4121	-1173.9656	-1177.2425	-1177.2422	-1173.9657	
uce-1520	-1139.3112	-1137.3741	-1137.3730	-1137.3738	-1137.3734	
uce-1523	-1592.2490	-1603.3733	-1603.3740	-1603.3733	-1603.3733	
uce-1526	-1100.8674	-1094.5944	-1097.4681	-1097.4685	-1094.5958	
uce-1528	-2007.0141	-1998.9642	-1998.9652	-1998.9645	-1998.9643	
uce-1529	-1100.0271	-1098.4654	-1099.0945	-1098.6124	-1098.4656	
uce-153	-1304.8370	-1302.0288	-1305.2405	-1305.0006	-1302.0290	
uce-1530	-1519.8827	-1525.8660	-1527.0165	-1525.8659	-1526.2598	
uce-1531	-2180.7706	-2175.3548	-2175.3547	-2175.4316	-2175.3987	
uce-1533	-1371.9906	-1369.9350	-1369.9350	-1369.9355	-1369.9349	
uce-1535	-1157.9043	-1158.6590	-1158.6593	-1158.6590	-1158.6593	
uce-1538	-1296.5970	-1296.6425	-1296.9530	-1296.6426	-1296.9528	
uce-1539	-1643.4905	-1637.7234	-1638.0238	-1637.7237	-1638.0237	
uce-154	-1524.0417	-1526.2048	-1526.2050	-1526.2048	-1526.2050	
uce-1540	-1489.0775	-1488.6078	-1488.6077	-1489.0771	-1489.0772	
uce-1544	-877.5787	-867.8271	-869.2024	-869.1416	-867.8269	
uce-1545	-1371.9591	-1370.6153	-1370.6154	-1370.6151	-1370.6155	
uce-1547	-1567.5378	-1567.1419	-1567.1685	-1567.1419	-1567.1686	
uce-1550	-1794.1831	-1802.0533	-1802.0533	-1802.0536	-1802.0536	
uce-1555	-971.1498	-968.5658	-973.0319	-969.9495	-968.5716	
uce-1556	-811.5590	-810.3652	-810.3653	-810.3653	-810.3654	
uce-1558	-1288.0295	-1283.7072	-1283.7073	-1284.7291	-1284.7294	
uce-1560	-1058.5228	-1056.2222	-1076.2759	-1056.2218	-1076.2758	
uce-1561	-1134.3117	-1132.6479	-1132.6498	-1132.6480	-1132.6480	
uce-1562	-1345.4430	-1349.6428	-1349.6426	-1349.6427	-1349.6437	
uce-1563	-832.2068	-831.4418	-834.3978	-831.4422	-834.3978	
uce-1564	-665.0314	-666.0635	-666.0643	-666.0637	-666.0637	
uce-1565	-2989.3182	-2980.7667	-2980.7672	-2980.7671	-2980.7667	
uce-1568	-1378.3307	-1375.6698	-1375.6702	-1375.6699	-1375.6703	
uce-1569	-2035.2508	-2027.7015	-2027.7018	-2027.7023	-2027.7015	
uce-157	-2421.5257	-2409.2942	-2409.2941	-2410.9041	-2410.6041	
uce-1570	-1062.8451	-1064.8595	-1064.8597	-1064.8598	-1064.8600	
uce-1572	-1120.7734	-1119.7348	-1119.7349	-1123.0657	-1123.0654	
uce-1573	-1580.0113	-1576.8503	-1576.8504	-1577.2806	-1577.2804	
uce-1576	-1783.5178	-1785.3514	-1785.3511	-1786.3189	-1786.3195	
uce-1579	-2343.1359	-2345.0121	-2345.0125	-2345.0128	-2345.0123	
uce-1582	-1060.4421	-1061.1438	-1061.1442	-1061.1443	-1061.1440	
uce-1588	-1487.9162	-1484.9992	-1484.9796	-1484.9468	-1484.8685	
uce-1590	-970.2060	-978.2555	-978.2555	-978.2554	-978.2557	
uce-1591	-1114.0537	-1115.3668	-1115.3667	-1115.3669	-1115.3668	
uce-1594	-590.6261	-595.8673	-595.8682	-595.8674	-595.8681	
uce-1597	-1199.1620	-1202.8205	-1202.8207	-1202.8207	-1202.8205	
uce-1598	-1120.3502	-1112.1571	-1112.1572	-1112.1571	-1112.1569	
uce-16	-2209.2055	-2209.9317	-2210.6983	-2209.9295	-2210.7003	
uce-1600	-1407.5464	-1407.1792	-1407.1793	-1407.1795	-1407.1794	
