Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
AHE-L17	-11431.7628	-11436.1295	-11436.7555	-11436.7558	-11436.1280	
AHE-L170	-12761.8820	-12781.5681	-12781.6309	-12782.8157	-12781.5667	
AHE-L171	-8906.7631	-8897.7369	-8898.6213	-8899.7734	-8897.7363	
AHE-L172	-12666.5976	-12671.9506	-12673.9833	-12673.9836	-12671.9515	
AHE-L173	-6882.5765	-6877.2001	-6879.3236	-6879.3251	-6877.2001	
AHE-L176	-12225.1416	-12222.5456	-12222.5481	-12222.5479	-12222.5458	
AHE-L177	-12663.1837	-12667.8738	-12668.1071	-12668.1063	-12667.8722	
AHE-L178	-8079.8289	-8084.6252	-8086.8922	-8086.8936	-8084.6259	
AHE-L179	-14188.2102	-14196.4018	-14201.0673	-14200.5870	-14196.4034	
AHE-L18	-14269.0676	-14266.9388	-14269.1368	-14269.1330	-14266.9385	
AHE-L180	-12186.9543	-12174.6121	-12174.6126	-12174.6126	-12174.6122	
AHE-L182	-10349.0349	-10351.3385	-10351.8447	-10351.7791	-10351.3372	
AHE-L184	-9244.2797	-9237.9483	-9242.6889	-9237.9490	-9242.5914	
AHE-L185	-14853.5135	-14859.0043	-14859.0548	-14859.0531	-14859.0051	
AHE-L187	-10659.0244	-10659.0252	-10659.0460	-10659.0249	-10659.0453	
AHE-L188	-14383.9583	-14382.8963	-14384.5017	-14384.5003	-14382.8963	
AHE-L189	-7775.4199	-7777.4720	-7777.5272	-7777.5271	-7777.4723	
AHE-L19	-13589.3621	-13596.0844	-13598.0045	-13596.2165	-13596.0841	
AHE-L190	-8557.0610	-8565.7810	-8566.9847	-8566.9855	-8565.7811	
AHE-L191	-10356.3719	-10351.1842	-10358.0511	-10358.0515	-10351.1831	
AHE-L192	-9676.3420	-9678.1335	-9679.1850	-9679.1862	-9678.1342	
AHE-L193	-10127.8223	-10122.4792	-10122.4794	-10124.7088	-10124.7082	
AHE-L20	-12427.7428	-12434.1366	-12434.3659	-12434.1361	-12434.3672	
AHE-L200	-12339.2547	-12302.9938	-12302.9937	-12305.7933	-12305.7698	
AHE-L203	-12640.7326	-12653.5307	-12653.6191	-12653.5311	-12653.5369	
AHE-L204	-5883.5126	-5892.8152	-5893.9640	-5893.9646	-5892.8153	
AHE-L205	-17797.2824	-17786.7653	-17798.9160	-17798.9149	-17786.7649	
AHE-L206	-16297.8030	-16297.9571	-16297.9599	-16297.9592	-16297.9588	
AHE-L207	-14333.0330	-14329.0672	-14332.8741	-14332.8749	-14329.0667	
AHE-L208	-12548.3431	-12565.4300	-12568.7396	-12568.7381	-12565.4290	
AHE-L210	-16454.9179	-16470.3636	-16472.5787	-16473.0093	-16470.3614	
AHE-L211	-15112.0433	-15139.8072	-15182.9319	-15182.9308	-15139.8069	
AHE-L214	-13901.3637	-13912.8214	-13912.8219	-13912.8209	-13912.8211	
AHE-L215	-12159.5869	-12115.3461	-12118.4266	-12118.4139	-12115.3455	
AHE-L219	-14486.5758	-14498.1315	-14500.0919	-14500.0920	-14498.1323	
AHE-L22	-11232.8538	-11234.6616	-11234.6626	-11234.6646	-11234.6619	
AHE-L220	-10668.9154	-10678.3809	-10679.3051	-10679.3027	-10678.3805	
AHE-L221	-16317.5739	-16317.4447	-16318.9541	-16318.9081	-16317.4457	
AHE-L222	-13629.7808	-13628.8936	-13629.9496	-13629.9498	-13628.8940	
AHE-L223	-3837.2712	-3839.6190	-3839.6201	-3839.6203	-3839.6199	
AHE-L224	-11329.1369	-11334.5545	-11334.9977	-11334.9985	-11334.5563	
AHE-L225	-15032.2690	-15073.6689	-15076.3444	-15076.3438	-15073.6687	
AHE-L226	-11458.3152	-11458.3164	-11458.3824	-11458.3162	-11458.3809	
AHE-L23	-9386.5389	-9392.2954	-9392.9669	-9392.9662	-9392.2955	
AHE-L231	-10819.9780	-10823.3823	-10825.3014	-10825.2987	-10823.3831	
AHE-L232	-10619.9747	-10628.8732	-10637.3950	-10637.3941	-10628.8731	
AHE-L24	-16619.8012	-16614.4429	-16614.7982	-16615.1478	-16614.4439	
AHE-L241	-13304.0570	-13302.8599	-13303.0050	-13303.0086	-13302.8596	
AHE-L243	-11684.2307	-11673.0901	-11674.3874	-11674.3873	-11673.0901	
AHE-L244	-8043.4292	-8036.0269	-8036.0268	-8036.7429	-8036.7431	
AHE-L245	-11503.0726	-11492.0815	-11493.1346	-11493.1340	-11492.0811	
AHE-L25	-10600.7008	-10591.2130	-10592.1926	-10593.1625	-10591.2100	
AHE-L250	-13262.3781	-13346.0048	-13346.0049	-13346.0272	-13346.0269	
AHE-L256	-5426.2224	-5433.4588	-5434.1931	-5434.5104	-5433.4581	
AHE-L257	-9981.8948	-9981.7356	-9983.0841	-9983.0842	-9981.7359	
AHE-L259	-12836.3761	-12819.9613	-12820.0876	-12819.9626	-12820.8000	
AHE-L260	-13377.8139	-13387.6186	-13389.5889	-13389.9802	-13387.6200	
AHE-L261	-14047.9047	-14055.0080	-14056.0771	-14056.0726	-14055.0092	
AHE-L262	-1715.3946	-1710.2165	-1720.6057	-1720.6059	-1710.2167	
AHE-L264	-8951.5258	-8943.3869	-8943.3876	-8943.3875	-8943.3869	
AHE-L265	-11267.8312	-11269.4576	-11270.9666	-11270.6898	-11269.4560	
AHE-L267	-13330.3244	-13330.3759	-13330.6100	-13330.6085	-13330.3763	
AHE-L269	-14996.9257	-14996.7924	-14996.9058	-14996.7924	-14997.9293	
AHE-L27	-8383.1298	-8391.8340	-8394.8274	-8394.8294	-8391.8340	
AHE-L273	-15143.0192	-15147.0984	-15147.3842	-15147.0978	-15148.0507	
AHE-L276	-12203.4568	-12204.3043	-12205.2539	-12204.8963	-12204.3036	
AHE-L28	-14894.1411	-14894.0671	-14894.9357	-14894.3312	-14894.0673	
AHE-L282	-6556.6952	-6555.0856	-6556.7916	-6557.4344	-6555.0857	
AHE-L283	-10932.2391	-10938.2988	-10938.6021	-10938.6002	-10938.3006	
AHE-L284	-13759.1476	-13771.1014	-13773.5269	-13773.7235	-13771.1007	
AHE-L285	-11499.9344	-11498.9333	-11499.5438	-11498.9324	-11498.9968	
AHE-L286	-4806.3341	-4810.3293	-4810.3294	-4812.0866	-4812.3721	
AHE-L288	-13833.2263	-13835.3950	-13835.6026	-13835.3939	-13835.5022	
AHE-L289	-12206.1544	-12217.8594	-12221.7695	-12221.7719	-12217.8572	
AHE-L290	-9812.4613	-9822.9209	-9826.9342	-9826.9371	-9822.9207	
AHE-L291	-10273.5675	-10288.5091	-10288.9021	-10288.9036	-10288.5077	
AHE-L295	-13817.6579	-13810.2455	-13811.0612	-13810.2455	-13810.5561	
AHE-L296	-12806.4930	-12811.1944	-12812.3396	-12812.3402	-12811.1944	
AHE-L297	-9435.8538	-9437.6588	-9437.6610	-9437.6573	-9437.6592	
AHE-L30	-13657.6939	-13653.5398	-13660.8445	-13661.6846	-13653.5401	
AHE-L305	-6763.8272	-6766.3093	-6766.3107	-6766.3116	-6766.3103	
AHE-L306	-11860.4269	-11865.3650	-11865.3652	-11865.3658	-11865.3671	
AHE-L307	-10585.2029	-10582.1661	-10582.1652	-10583.9104	-10583.9821	
AHE-L309	-14792.6908	-14799.6026	-14799.9371	-14799.9368	-14799.6003	
AHE-L31	-13022.2695	-13024.4229	-13024.5561	-13024.4234	-13024.4464	
AHE-L311	-11791.0420	-11797.2840	-11798.4788	-11798.4751	-11797.2907	
AHE-L314	-12022.6399	-12021.6487	-12021.6475	-12025.1539	-12025.2610	
AHE-L315	-8715.8125	-8716.6870	-8717.6239	-8717.6235	-8716.6867	
AHE-L317	-9325.1466	-9327.6650	-9329.5395	-9330.0431	-9327.6642	
AHE-L318	-11959.8942	-11965.3381	-11965.3403	-11966.0072	-11965.3497	
AHE-L32	-12362.2396	-12379.2131	-12379.2135	-12379.2140	-12379.2142	
AHE-L321	-12389.3829	-12401.1534	-12403.2115	-12403.1935	-12401.1544	
AHE-L322	-7487.2695	-7477.1542	-7478.1924	-7478.1900	-7477.1538	
AHE-L326	-10216.7246	-10232.2884	-10263.4806	-10263.4806	-10232.2884	
AHE-L327	-9759.8743	-9762.6395	-9763.7490	-9763.7491	-9762.6393	
AHE-L33	-6378.0715	-6382.1230	-6442.1217	-6442.1217	-6382.1232	
AHE-L333	-12487.0763	-12483.7805	-12484.8048	-12483.7800	-12484.8056	
AHE-L34	-14333.0375	-14344.2757	-14345.3605	-14345.4556	-14344.2785	
AHE-L340	-10703.3318	-10706.4706	-10707.6905	-10707.6919	-10706.4707	
AHE-L341	-12156.0466	-12158.5891	-12159.5340	-12159.5339	-12158.5879	
AHE-L347	-11864.7591	-11861.5736	-11865.7035	-11865.7037	-11861.5708	
AHE-L350	-9644.7173	-9674.4446	-9716.1376	-9716.1355	-9674.4430	
AHE-L351	-14809.0033	-14804.9609	-14804.9829	-14804.9670	-14804.9824	
AHE-L352	-12058.2446	-12057.5028	-12061.4374	-12061.4982	-12057.5021	
AHE-L354	-10749.6835	-10774.3537	-10870.7895	-10870.7887	-10774.3552	
AHE-L356	-9902.7589	-9901.4130	-9903.5849	-9903.5839	-9901.4129	
AHE-L357	-12078.7584	-12077.8223	-12078.2660	-12077.8243	-12078.2664	
AHE-L36	-14158.6778	-14123.2840	-14123.2839	-14123.9146	-14123.5514	
AHE-L361	-11602.7632	-11598.1274	-11598.1278	-11598.1267	-11598.1286	
AHE-L362	-14545.2409	-14550.8596	-14556.5204	-14556.5210	-14550.8600	
AHE-L364	-6426.2235	-6424.2006	-6424.2017	-6425.1267	-6425.1263	
AHE-L365	-14163.5524	-14159.3207	-14159.6378	-14159.9316	-14159.3213	
AHE-L366	-14734.4723	-14726.1401	-14726.1411	-14726.4114	-14726.4092	
AHE-L368	-13503.2161	-13498.9066	-13498.9069	-13499.3500	-13499.4617	
AHE-L369	-9871.6250	-9906.3337	-9936.4567	-9936.4571	-9906.3350	
AHE-L371	-10602.8364	-10607.5525	-10607.5527	-10609.3932	-10609.3932	
AHE-L372	-16834.6900	-16832.1642	-16832.1658	-16832.1661	-16832.1667	
AHE-L377	-14585.9446	-14591.4758	-14592.4394	-14592.4411	-14591.4760	
AHE-L378	-12033.7447	-12016.6907	-12018.2844	-12016.6908	-12018.2842	
AHE-L379	-13387.7953	-13368.8578	-13368.8560	-13370.4562	-13370.4563	
AHE-L380	-10752.9696	-10762.2833	-10766.4485	-10766.4360	-10762.2817	
AHE-L381	-15568.7457	-15574.4709	-15575.5188	-15575.5203	-15574.4725	
AHE-L382	-15683.0166	-15680.9924	-15685.0130	-15685.0116	-15680.9907	
AHE-L386	-15501.9139	-15498.8074	-15500.2625	-15500.2616	-15498.8080	
AHE-L388	-12453.9668	-12457.4467	-12457.4600	-12457.4563	-12457.4575	
AHE-L39	-13358.8086	-13362.2612	-13362.3451	-13362.3452	-13362.2600	
AHE-L390	-16995.2448	-17000.4093	-17000.4115	-17000.4120	-17000.4101	
AHE-L391	-16198.8993	-16254.5458	-16258.4210	-16258.4191	-16254.5451	
AHE-L393	-15645.8399	-15648.1894	-15685.5925	-15685.7006	-15648.1898	
AHE-L394	-12735.0395	-12745.6415	-12745.6418	-12745.6414	-12745.6418	
AHE-L395	-16605.0540	-16597.3356	-16598.5073	-16598.5081	-16597.3367	
AHE-L397	-9574.9511	-9576.3286	-9577.3972	-9576.3286	-9577.4112	
AHE-L399	-12562.8641	-12562.6807	-12565.9661	-12565.9659	-12562.6813	
AHE-L40	-11758.9359	-11757.2436	-11757.6353	-11757.6398	-11757.2424	
AHE-L41	-13949.2389	-13985.3461	-14031.7792	-14031.7771	-13985.3436	
AHE-L42	-9473.7361	-9473.6428	-9476.8509	-9477.4777	-9473.6428	
AHE-L49	-11502.5391	-11504.4386	-11504.8051	-11504.4389	-11504.9150	
AHE-L53	-4163.9301	-4172.9869	-4175.2909	-4174.4560	-4172.9883	
AHE-L55	-10411.5440	-10427.8397	-10428.5256	-10429.2327	-10427.8678	
AHE-L56	-15181.2365	-15184.3961	-15184.3966	-15185.7217	-15185.6184	
AHE-L57	-6662.7184	-6668.6844	-6669.4379	-6669.6647	-6668.6864	
AHE-L58	-15453.0303	-15497.7941	-15500.0466	-15500.0833	-15497.7942	
AHE-L59	-8057.1469	-8065.3316	-8065.4747	-8065.4742	-8065.3312	
AHE-L61	-14600.4497	-14574.3331	-14574.3331	-14576.7766	-14576.8845	
AHE-L63	-12774.6013	-12761.6044	-12771.6581	-12771.5565	-12761.6029	
AHE-L64	-13726.4915	-13739.9079	-13750.5314	-13750.5320	-13739.9081	
AHE-L65	-12303.8655	-12307.5745	-12312.2906	-12312.2909	-12307.5751	
AHE-L75	-15408.8996	-15397.4038	-15410.4231	-15410.4231	-15397.4044	
AHE-L76	-13232.1660	-13233.7452	-13234.5052	-13234.5044	-13233.7451	
AHE-L8	-12670.6437	-12688.8660	-12761.9923	-12761.9934	-12688.8666	
AHE-L80	-7744.2447	-7744.2820	-7744.2810	-7744.2809	-7744.2811	
AHE-L82	-8057.7984	-8096.5194	-8101.0474	-8100.7840	-8096.5143	
AHE-L84	-11743.3867	-11743.5856	-11743.5846	-11743.9485	-11743.9506	
AHE-L85	-10005.1810	-10009.5652	-10009.5667	-10009.5645	-10009.5648	
AHE-L86	-6229.5533	-6229.3485	-6230.9982	-6230.2467	-6229.3483	
AHE-L87	-12135.9431	-12144.6653	-12146.8084	-12146.8091	-12144.6649	
AHE-L88	-9454.2559	-9441.9681	-9441.9672	-9445.9435	-9446.0932	
AHE-L89	-13043.0035	-13044.3246	-13046.4597	-13045.9432	-13044.3247	
AHE-L93	-12827.8737	-12833.0513	-12834.9106	-12833.7392	-12833.0520	
AHE-L95	-14282.0325	-14328.3586	-14497.8919	-14497.8925	-14328.3601	
AHE-L96	-14474.9987	-14477.0920	-14478.7506	-14478.7504	-14477.0948	
AHE-L98	-9183.1068	-9214.7939	-9232.1526	-9232.1551	-9214.7939	
gene-BDNF	-6625.9560	-6627.9726	-6628.2228	-6627.9726	-6628.2220	
gene-BMP2	-8709.9989	-8742.2546	-8744.2091	-8744.0642	-8742.2563	
gene-cmos	-6649.3412	-6654.9143	-6663.2980	-6663.2992	-6654.9144	
gene-ECEL	-2831.2815	-2832.1645	-2833.9907	-2833.9910	-2832.1647	
gene-ENC1	-11607.4908	-11609.6869	-11609.6908	-11609.6920	-11609.6867	
gene-FSHR	-10752.7063	-10751.9645	-10757.2817	-10751.9638	-10756.1930	
gene-FSTL5	-7693.1988	-7696.9059	-7696.9077	-7696.9086	-7696.9064	
gene-GALR1	-9746.2873	-9741.1253	-9744.8127	-9741.1259	-9744.0262	
gene-INHIBA	-10185.7443	-10185.2706	-10188.2399	-10188.2388	-10185.2681	
gene-LRRN1	-4707.1085	-4705.3761	-4706.3008	-4706.3021	-4705.3761	
gene-LZTSS1	-7066.3419	-7060.3069	-7060.3066	-7062.3609	-7062.0458	
gene-NGFB	-7842.2712	-7837.3824	-7837.6934	-7837.6940	-7837.3824	
gene-PNN	-7278.5039	-7272.7182	-7275.7905	-7276.7010	-7272.7186	
gene-SLC30A1	-7240.4971	-7254.6121	-7265.1970	-7265.1968	-7254.6113	
gene-SLC8A1	-13835.1145	-13835.7851	-13835.7923	-13835.7905	-13835.7851	
gene-ZFP36L1	-4095.7008	-4109.4736	-4109.6967	-4109.9876	-4109.4743	
MissingSeqs						
ScriptsLogsOutputSinghal						
uce-10	-2344.0911	-2346.4028	-2346.4044	-2346.4040	-2346.4029	
uce-1003	-3120.9031	-3118.3169	-3120.9033	-3120.9017	-3118.3180	
uce-1004	-4306.8188	-4310.6690	-4311.3276	-4311.3274	-4310.6675	
uce-1005	-3210.0090	-3210.9646	-3210.9660	-3210.9650	-3210.9644	
uce-1008	-5515.2517	-5521.7541	-5521.9620	-5522.0536	-5521.7543	
uce-101	-7228.0756	-7231.6590	-7231.6596	-7231.6921	-7231.7888	
uce-1010	-4545.3479	-4545.4001	-4545.3999	-4545.4001	-4545.3997	
uce-1012	-4164.0960	-4164.7947	-4164.7958	-4164.7954	-4164.7953	
uce-1013	-4251.4891	-4251.4887	-4252.9094	-4251.4886	-4252.5607	
uce-1014	-4603.7596	-4614.0942	-4614.0930	-4615.1313	-4615.1307	
uce-1017	-4065.5803	-4065.5782	-4065.5788	-4065.5787	-4065.5782	
uce-1018	-3086.3028	-3086.3031	-3086.3037	-3086.3037	-3086.3042	
uce-102	-4452.1358	-4451.8873	-4452.1098	-4451.8868	-4452.1086	
uce-1021	-4780.1349	-4782.7104	-4786.4252	-4786.4252	-4782.7110	
uce-1025	-2711.1600	-2714.1478	-2714.1478	-2714.1480	-2714.1477	
uce-1026	-3333.8849	-3332.4395	-3332.8046	-3332.8042	-3332.4392	
uce-1027	-3737.8861	-3742.6192	-3742.9334	-3742.9331	-3742.6188	
uce-1029	-3104.6986	-3104.2093	-3104.2084	-3104.2088	-3104.2070	
uce-103	-6035.6113	-6038.6196	-6038.6204	-6040.0732	-6040.0728	
uce-1031	-3159.6819	-3162.8356	-3162.8349	-3162.8352	-3162.8355	
uce-1034	-5477.5280	-5477.9684	-5478.6843	-5477.9677	-5478.6844	
uce-1035	-2570.5995	-2571.4796	-2571.4791	-2571.4803	-2571.4792	
uce-1036	-2445.7492	-2445.6967	-2447.0129	-2447.0126	-2445.6967	
uce-1037	-4232.6971	-4244.1178	-4244.8256	-4244.8280	-4244.1187	
uce-1038	-4539.9651	-4542.1068	-4542.5671	-4542.5686	-4542.1070	
uce-1039	-5372.1431	-5371.6483	-5371.6484	-5371.6480	-5371.6485	
uce-1040	-2544.4316	-2546.5862	-2546.8647	-2546.8645	-2546.5857	
uce-1041	-5731.1449	-5731.4452	-5732.0697	-5732.0707	-5731.4454	
uce-1043	-3293.4142	-3294.8900	-3294.8894	-3294.8895	-3294.8894	
uce-1044	-3778.7165	-3778.2982	-3780.2251	-3780.2268	-3778.2969	
uce-1047	-6348.8024	-6348.5421	-6350.7498	-6350.7033	-6348.5415	
uce-1048	-6255.3875	-6252.6016	-6255.8163	-6255.8150	-6252.6018	
uce-105	-957.9876	-959.2859	-959.2862	-959.2863	-959.2861	
uce-1050	-4466.6204	-4467.7230	-4467.7228	-4467.7230	-4467.7232	
uce-1051	-4872.8753	-4882.0287	-4882.0290	-4882.0298	-4882.0295	
uce-1052	-4434.1358	-4434.1162	-4434.1171	-4434.1156	-4434.1159	
uce-1053	-5586.7248	-5592.3659	-5592.3656	-5592.3659	-5592.3661	
uce-1054	-3365.2101	-3367.7460	-3367.7451	-3367.7469	-3367.7457	
uce-1055	-5499.9309	-5499.9310	-5499.9316	-5499.9325	-5499.9315	
uce-1056	-4353.8738	-4353.8741	-4353.8748	-4353.8744	-4353.8739	
uce-1058	-3978.1108	-3976.7279	-3978.1119	-3978.1104	-3976.7299	
uce-1059	-4459.8647	-4459.8648	-4461.0316	-4459.8649	-4461.0308	
uce-106	-4393.5712	-4394.5514	-4394.5519	-4394.5515	-4394.5528	
uce-1060	-3696.8364	-3694.9292	-3694.9302	-3694.9300	-3694.9291	
uce-1061	-5434.1760	-5432.0395	-5434.1756	-5434.1760	-5432.0408	
uce-1062	-2972.6950	-2977.1092	-2977.1094	-2977.5525	-2977.5523	
uce-1063	-6214.6043	-6217.2951	-6217.2950	-6217.2960	-6217.2962	
uce-1064	-3003.3852	-3003.3851	-3003.3856	-3003.3850	-3003.3848	
uce-1065	-2978.5355	-2975.8116	-2979.5593	-2978.0439	-2975.8114	
uce-1068	-4894.9365	-4890.5481	-4892.1706	-4892.1704	-4890.5485	
uce-1069	-2949.9176	-2949.9179	-2952.2148	-2949.9176	-2952.2159	
uce-1070	-4687.1683	-4687.9159	-4687.9159	-4687.9160	-4687.9158	
uce-1072	-6435.6423	-6434.1529	-6436.7424	-6436.7423	-6434.1528	
uce-1077	-6448.4716	-6448.3409	-6448.3410	-6448.3416	-6448.3412	
uce-1081	-4868.5623	-4863.4291	-4863.4312	-4863.4292	-4863.4307	
uce-1083	-5385.6852	-5385.8410	-5385.8410	-5388.8858	-5388.5090	
uce-1084	-3332.7875	-3332.7551	-3332.8729	-3332.8737	-3332.7547	
uce-1085	-4255.3471	-4252.9194	-4258.0565	-4258.0561	-4252.9199	
uce-1088	-2554.1897	-2552.7849	-2555.6024	-2555.6024	-2552.7849	
uce-1089	-3560.5317	-3560.8205	-3560.8222	-3562.3204	-3562.3195	
uce-1090	-4537.3073	-4539.9389	-4539.9393	-4540.4036	-4540.4028	
uce-1092	-3200.4300	-3201.7384	-3201.7395	-3201.7383	-3201.7388	
uce-1093	-4396.2358	-4398.0778	-4398.7083	-4399.1150	-4398.0783	
uce-1094	-4755.9621	-4756.2071	-4756.2060	-4759.5194	-4759.5191	
uce-1098	-5950.4219	-5952.6467	-5952.6467	-5953.7160	-5953.7146	
uce-11	-4942.3616	-4944.7797	-4944.7802	-4948.8813	-4948.8799	
uce-110	-4025.6270	-4032.2465	-4032.2465	-4032.2470	-4032.2478	
uce-1100	-6136.5179	-6135.4717	-6137.2531	-6137.2529	-6135.4721	
uce-1101	-5877.6246	-5875.1123	-5875.1122	-5875.1124	-5875.1127	
uce-1102	-5817.5054	-5813.0041	-5813.0052	-5813.0054	-5813.0041	
uce-1107	-5470.9029	-5475.2546	-5476.4459	-5476.4479	-5475.2549	
uce-111	-5619.2906	-5618.7995	-5620.5464	-5620.5537	-5618.7996	
uce-1110	-5061.0228	-5063.5457	-5063.5678	-5064.4498	-5063.5455	
uce-1113	-4222.8455	-4221.2690	-4221.2689	-4221.2691	-4221.2692	
uce-1119	-3879.8768	-3883.3913	-3883.3913	-3884.6431	-3884.6436	
uce-1120	-3802.8698	-3801.0756	-3804.4959	-3804.4962	-3801.0749	
uce-1121	-3046.2078	-3051.5691	-3051.5706	-3051.5705	-3051.5707	
uce-1122	-4126.8971	-4125.9466	-4125.9469	-4127.0313	-4127.0313	
uce-1123	-6544.5038	-6543.2189	-6545.6113	-6545.6119	-6543.2198	
uce-1126	-4857.2164	-4860.0652	-4861.9373	-4860.0653	-4861.7923	
uce-1127	-3095.2084	-3095.0632	-3097.8247	-3096.7956	-3095.0631	
uce-1128	-2173.3489	-2177.6365	-2177.6363	-2180.5218	-2180.5234	
uce-1131	-5653.0855	-5650.3902	-5650.3903	-5650.3908	-5650.3909	
uce-1133	-5233.5915	-5233.4368	-5233.4394	-5233.4398	-5233.4375	
uce-1134	-2619.6670	-2620.4864	-2620.4857	-2620.4862	-2620.4840	
uce-1135	-5254.3089	-5251.4214	-5252.9804	-5252.9774	-5251.4217	
uce-1136	-3397.2466	-3395.3662	-3395.3672	-3395.3666	-3395.3661	
uce-1138	-5872.7725	-5872.7174	-5872.7168	-5872.7186	-5872.7162	
uce-1139	-3874.9102	-3874.9118	-3874.9124	-3874.9104	-3874.9117	
uce-114	-2768.6877	-2772.6227	-2772.6229	-2772.6232	-2772.6228	
uce-1141	-6348.6363	-6349.3404	-6349.3394	-6349.3401	-6349.3394	
uce-1143	-4770.9681	-4771.8176	-4772.5596	-4772.8324	-4771.8178	
uce-1148	-5403.2059	-5402.0764	-5403.2063	-5403.2064	-5402.0765	
uce-1149	-3438.2574	-3442.4799	-3442.4796	-3444.4975	-3444.4897	
uce-115	-5419.5895	-5424.2782	-5424.2786	-5424.2781	-5424.2771	
uce-1150	-8193.5278	-8194.9266	-8194.9268	-8194.9277	-8194.9263	
uce-1154	-5339.7756	-5342.9592	-5343.0155	-5342.9606	-5343.0149	
uce-1155	-3966.3786	-3971.1194	-3973.4923	-3971.1190	-3973.4919	
uce-1157	-2975.0340	-2978.7953	-2980.5705	-2980.5707	-2978.7970	
uce-1158	-4499.9973	-4499.5393	-4499.5398	-4499.5384	-4499.5387	
uce-1159	-4357.2987	-4355.8064	-4356.4320	-4356.3897	-4355.8066	
uce-1161	-4679.5898	-4679.8368	-4679.8381	-4679.8383	-4679.8377	
uce-1162	-4424.9801	-4425.1442	-4425.1441	-4425.1432	-4425.1457	
uce-1163	-5326.7968	-5329.1528	-5329.1538	-5329.7300	-5329.7308	
uce-1167	-3244.3063	-3246.4080	-3246.6376	-3246.6376	-3246.4069	
uce-1168	-3531.7942	-3532.6267	-3532.6272	-3533.4468	-3533.2579	
uce-1169	-3787.2018	-3787.6507	-3787.6504	-3787.6504	-3787.6500	
uce-117	-4096.8126	-4098.9071	-4099.8386	-4099.8379	-4098.9071	
uce-1170	-5279.6347	-5280.7672	-5280.7669	-5280.7664	-5280.7666	
uce-1172	-6356.2257	-6355.9423	-6357.2678	-6357.4395	-6355.9426	
uce-1173	-4182.4496	-4181.5977	-4183.0098	-4182.4505	-4181.5981	
